RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,60fdaf5b539bcc4d2724d6a4,"06/30/2022, 12:08:25"
2892,E_F_Sarah_Millican.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,60fdaf5b539bcc4d2724d6a4,"06/30/2022, 12:08:25"
2282,E_F_Jennifer_Saunders.png,E_F_Sarah_Millican.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,2,60fdaf5b539bcc4d2724d6a4,"06/30/2022, 12:08:25"
5026,E_F_Jennifer_Saunders.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,60fdaf5b539bcc4d2724d6a4,"06/30/2022, 12:08:25"
7038,E_M_Russell_Howard.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,60fdaf5b539bcc4d2724d6a4,"06/30/2022, 12:08:25"
2295,E_F_Dawn_Roma_French.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60fdaf5b539bcc4d2724d6a4,"06/30/2022, 12:08:25"
6523,E_M_Ewan_McGregor.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,60fdaf5b539bcc4d2724d6a4,"06/30/2022, 12:08:25"
3196,E_F_Julie_Walters.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,60fdaf5b539bcc4d2724d6a4,"06/30/2022, 12:08:25"
2379,E_F_Jennifer_Saunders.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,60fdaf5b539bcc4d2724d6a4,"06/30/2022, 12:08:25"
2430,P_F_nicola_sturge.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,60fdaf5b539bcc4d2724d6a4,"06/30/2022, 12:08:25"
6650,E_F_Jennifer_Saunders.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,60fdaf5b539bcc4d2724d6a4,"06/30/2022, 12:08:25"
9366,E_M_Ewan_McGregor.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,60fdaf5b539bcc4d2724d6a4,"06/30/2022, 12:08:25"
7602,E_F_Sarah_Millican.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,60fdaf5b539bcc4d2724d6a4,"06/30/2022, 12:08:25"
8186,E_M_Peter_Kay.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,60fdaf5b539bcc4d2724d6a4,"06/30/2022, 12:08:25"
2370,E_F_Jennifer_Saunders.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,60fdaf5b539bcc4d2724d6a4,"06/30/2022, 12:08:25"
2183,E_F_Jennifer_Saunders.png,E_F_Julie_Walters.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,60fdaf5b539bcc4d2724d6a4,"06/30/2022, 12:08:25"
2074,P_M_Gordon_Brown.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,60fdaf5b539bcc4d2724d6a4,"06/30/2022, 12:08:25"
1867,E_F_Julie_Walters.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,60fdaf5b539bcc4d2724d6a4,"06/30/2022, 12:08:25"
2622,E_M_Jimmy_Carr.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,60fdaf5b539bcc4d2724d6a4,"06/30/2022, 12:08:25"
3626,E_M_Simon_Pegg.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,60fdaf5b539bcc4d2724d6a4,"06/30/2022, 12:08:25"
2702,E_F_Julie_Walters.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,60fdaf5b539bcc4d2724d6a4,"06/30/2022, 12:08:25"
2461,E_M_Simon_Pegg.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,60fdaf5b539bcc4d2724d6a4,"06/30/2022, 12:08:25"
4482,E_F_Dawn_Roma_French.png,E_F_Julie_Walters.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,60fdaf5b539bcc4d2724d6a4,"06/30/2022, 12:08:25"
11946,E_M_Russell_Howard.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,60fdaf5b539bcc4d2724d6a4,"06/30/2022, 12:08:25"
3178,P_M_david_camer.png,P_M_jeremy_corbyn.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,60fdaf5b539bcc4d2724d6a4,"06/30/2022, 12:08:25"
3026,E_M_Russell_Howard.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,60fdaf5b539bcc4d2724d6a4,"06/30/2022, 12:08:25"
2257,E_F_Julie_Walters.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,60fdaf5b539bcc4d2724d6a4,"06/30/2022, 12:08:25"
2983,E_F_Dawn_Roma_French.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,60fdaf5b539bcc4d2724d6a4,"06/30/2022, 12:08:25"
4378,E_F_Dawn_Roma_French.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,60fdaf5b539bcc4d2724d6a4,"06/30/2022, 12:08:25"
2414,E_F_Julie_Walters.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,60fdaf5b539bcc4d2724d6a4,"06/30/2022, 12:08:25"
3230,E_M_Peter_Kay.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,60fdaf5b539bcc4d2724d6a4,"06/30/2022, 12:08:25"
2546,P_M_Michael_Gove.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,60fdaf5b539bcc4d2724d6a4,"06/30/2022, 12:08:25"
2311,E_M_Ewan_McGregor.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,60fdaf5b539bcc4d2724d6a4,"06/30/2022, 12:08:25"
2194,E_F_Sarah_Millican.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,1,60fdaf5b539bcc4d2724d6a4,"06/30/2022, 12:08:25"
2722,E_M_Jimmy_Carr.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,60fdaf5b539bcc4d2724d6a4,"06/30/2022, 12:08:25"
3931,E_F_Julie_Walters.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,60fdaf5b539bcc4d2724d6a4,"06/30/2022, 12:08:25"
3058,P_M_Michael_Gove.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,60fdaf5b539bcc4d2724d6a4,"06/30/2022, 12:08:25"
15670,E_F_Jennifer_Saunders.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,60fdaf5b539bcc4d2724d6a4,"06/30/2022, 12:08:25"
3590,E_F_Jennifer_Saunders.png,E_M_Ewan_McGregor.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,60fdaf5b539bcc4d2724d6a4,"06/30/2022, 12:08:25"
2586,E_M_Michael_McIntyr.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,60fdaf5b539bcc4d2724d6a4,"06/30/2022, 12:08:25"
4645,E_M_Jimmy_Carr.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,60fdaf5b539bcc4d2724d6a4,"06/30/2022, 12:08:25"
2220,P_M_keir_starmer.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,60fdaf5b539bcc4d2724d6a4,"06/30/2022, 12:08:25"
3754,P_M_jeremy_corbyn.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,60fdaf5b539bcc4d2724d6a4,"06/30/2022, 12:08:25"
2690,P_F_Theresa_May.png,P_M_jeremy_corbyn.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,60fdaf5b539bcc4d2724d6a4,"06/30/2022, 12:08:25"
5215,E_M_Simon_Pegg.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,60fdaf5b539bcc4d2724d6a4,"06/30/2022, 12:08:25"
4549,E_M_Michael_McIntyr.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,60fdaf5b539bcc4d2724d6a4,"06/30/2022, 12:08:25"
2802,E_M_Ewan_McGregor.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,60fdaf5b539bcc4d2724d6a4,"06/30/2022, 12:08:25"
2119,P_F_nicola_sturge.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,60fdaf5b539bcc4d2724d6a4,"06/30/2022, 12:08:25"
2698,P_F_Theresa_May.png,P_M_david_camer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,60fdaf5b539bcc4d2724d6a4,"06/30/2022, 12:08:25"
2486,E_F_Jennifer_Saunders.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,60fdaf5b539bcc4d2724d6a4,"06/30/2022, 12:08:25"
3214,E_F_Jennifer_Saunders.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,60fdaf5b539bcc4d2724d6a4,"06/30/2022, 12:08:25"
4458,E_F_Dawn_Roma_French.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,60fdaf5b539bcc4d2724d6a4,"06/30/2022, 12:08:25"
2610,E_F_Jennifer_Saunders.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,2,60fdaf5b539bcc4d2724d6a4,"06/30/2022, 12:08:25"
2610,E_F_Julie_Walters.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,60fdaf5b539bcc4d2724d6a4,"06/30/2022, 12:08:25"
3026,P_F_Theresa_May.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,60fdaf5b539bcc4d2724d6a4,"06/30/2022, 12:08:25"
3868,E_M_Simon_Pegg.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,60fdaf5b539bcc4d2724d6a4,"06/30/2022, 12:08:25"
2963,E_M_Peter_Kay.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,60fdaf5b539bcc4d2724d6a4,"06/30/2022, 12:08:25"
2659,E_M_Simon_Pegg.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,60fdaf5b539bcc4d2724d6a4,"06/30/2022, 12:08:25"
5606,E_M_Simon_Pegg.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,60fdaf5b539bcc4d2724d6a4,"06/30/2022, 12:08:25"
2481,E_F_Jennifer_Saunders.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,60fdaf5b539bcc4d2724d6a4,"06/30/2022, 12:08:25"
2018,E_M_Michael_McIntyr.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,60fdaf5b539bcc4d2724d6a4,"06/30/2022, 12:08:25"
3450,E_M_Russell_Howard.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,60fdaf5b539bcc4d2724d6a4,"06/30/2022, 12:08:25"
3030,P_M_david_camer.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,60fdaf5b539bcc4d2724d6a4,"06/30/2022, 12:08:25"
3226,E_M_Jimmy_Carr.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,60fdaf5b539bcc4d2724d6a4,"06/30/2022, 12:08:25"
7398,E_M_Peter_Kay.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,60fdaf5b539bcc4d2724d6a4,"06/30/2022, 12:08:25"
2726,E_M_Michael_McIntyr.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,60fdaf5b539bcc4d2724d6a4,"06/30/2022, 12:08:25"
2157,E_F_Sarah_Millican.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,60fdaf5b539bcc4d2724d6a4,"06/30/2022, 12:08:25"
18208,E_M_Russell_Howard.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,60fdaf5b539bcc4d2724d6a4,"06/30/2022, 12:08:25"
2827,E_M_Peter_Kay.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,60fdaf5b539bcc4d2724d6a4,"06/30/2022, 12:08:25"
4162,E_M_Peter_Kay.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,60fdaf5b539bcc4d2724d6a4,"06/30/2022, 12:08:25"
2933,P_M_david_camer.png,P_M_Gordon_Brown.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,60fdaf5b539bcc4d2724d6a4,"06/30/2022, 12:08:25"
2168,E_M_Peter_Kay.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,60fdaf5b539bcc4d2724d6a4,"06/30/2022, 12:08:25"
3542,E_M_Ewan_McGregor.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,60fdaf5b539bcc4d2724d6a4,"06/30/2022, 12:08:25"
2622,E_M_Michael_McIntyr.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,60fdaf5b539bcc4d2724d6a4,"06/30/2022, 12:08:25"
1831,P_M_Gordon_Brown.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,60fdaf5b539bcc4d2724d6a4,"06/30/2022, 12:08:25"
2826,E_M_Peter_Kay.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,60fdaf5b539bcc4d2724d6a4,"06/30/2022, 12:08:25"
2490,E_F_Julie_Walters.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,60fdaf5b539bcc4d2724d6a4,"06/30/2022, 12:08:25"
2838,E_M_Ewan_McGregor.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,60fdaf5b539bcc4d2724d6a4,"06/30/2022, 12:08:25"
3463,E_F_Jennifer_Saunders.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,60fdaf5b539bcc4d2724d6a4,"06/30/2022, 12:08:25"
3791,E_F_Julie_Walters.png,E_F_Sarah_Millican.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,60fdaf5b539bcc4d2724d6a4,"06/30/2022, 12:08:25"
2039,E_M_Ewan_McGregor.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,60fdaf5b539bcc4d2724d6a4,"06/30/2022, 12:08:25"
6190,P_M_jeremy_corbyn.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,60fdaf5b539bcc4d2724d6a4,"06/30/2022, 12:08:25"
3449,E_F_Dawn_Roma_French.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,60fdaf5b539bcc4d2724d6a4,"06/30/2022, 12:08:25"
3050,P_F_Theresa_May.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,60fdaf5b539bcc4d2724d6a4,"06/30/2022, 12:08:25"
4731,P_M_david_camer.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,60fdaf5b539bcc4d2724d6a4,"06/30/2022, 12:08:25"
4106,E_M_Ewan_McGregor.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,60fdaf5b539bcc4d2724d6a4,"06/30/2022, 12:08:25"
1634,E_M_Russell_Howard.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,60fdaf5b539bcc4d2724d6a4,"06/30/2022, 12:08:25"
2389,E_M_Simon_Pegg.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,60fdaf5b539bcc4d2724d6a4,"06/30/2022, 12:08:25"
5078,E_F_Jennifer_Saunders.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,60fdaf5b539bcc4d2724d6a4,"06/30/2022, 12:08:25"
2426,E_M_Michael_McIntyr.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,60fdaf5b539bcc4d2724d6a4,"06/30/2022, 12:08:25"
2178,E_M_Ewan_McGregor.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,60fdaf5b539bcc4d2724d6a4,"06/30/2022, 12:08:25"
file,isFamiliar,60fdaf5b539bcc4d2724d6a4,"06/30/2022, 12:08:25"
P_M_Sajid_Javid.png,1,60fdaf5b539bcc4d2724d6a4,"06/30/2022, 12:08:25"
E_M_Ewan_McGregor.png,0,60fdaf5b539bcc4d2724d6a4,"06/30/2022, 12:08:25"
E_F_Jennifer_Saunders.png,0,60fdaf5b539bcc4d2724d6a4,"06/30/2022, 12:08:25"
P_M_jeremy_corbyn.png,1,60fdaf5b539bcc4d2724d6a4,"06/30/2022, 12:08:25"
P_M_Gordon_Brown.png,1,60fdaf5b539bcc4d2724d6a4,"06/30/2022, 12:08:25"
E_F_Sarah_Millican.png,0,60fdaf5b539bcc4d2724d6a4,"06/30/2022, 12:08:25"
E_M_Russell_Howard.png,1,60fdaf5b539bcc4d2724d6a4,"06/30/2022, 12:08:25"
P_M_david_camer.png,1,60fdaf5b539bcc4d2724d6a4,"06/30/2022, 12:08:25"
P_M_Michael_Gove.png,1,60fdaf5b539bcc4d2724d6a4,"06/30/2022, 12:08:25"
E_F_Julie_Walters.png,1,60fdaf5b539bcc4d2724d6a4,"06/30/2022, 12:08:25"
P_M_Tony_Blair.png,1,60fdaf5b539bcc4d2724d6a4,"06/30/2022, 12:08:25"
E_M_Jimmy_Carr.png,1,60fdaf5b539bcc4d2724d6a4,"06/30/2022, 12:08:25"
E_M_Michael_McIntyr.png,1,60fdaf5b539bcc4d2724d6a4,"06/30/2022, 12:08:25"
P_F_Theresa_May.png,1,60fdaf5b539bcc4d2724d6a4,"06/30/2022, 12:08:25"
E_F_Dawn_Roma_French.png,0,60fdaf5b539bcc4d2724d6a4,"06/30/2022, 12:08:25"
P_F_nicola_sturge.png,1,60fdaf5b539bcc4d2724d6a4,"06/30/2022, 12:08:25"
E_M_Simon_Pegg.png,1,60fdaf5b539bcc4d2724d6a4,"06/30/2022, 12:08:25"
E_M_Peter_Kay.png,0,60fdaf5b539bcc4d2724d6a4,"06/30/2022, 12:08:25"
P_M_nigel_farage.png,1,60fdaf5b539bcc4d2724d6a4,"06/30/2022, 12:08:25"
P_M_keir_starmer.png,1,60fdaf5b539bcc4d2724d6a4,"06/30/2022, 12:08:25"
age: 25,gender: Male,handedness: right,60fdaf5b539bcc4d2724d6a4,"06/30/2022, 12:08:25"