RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5a9ebcc11eda410001368d0c,"06/30/2022, 14:47:21"
2227,E_M_Peter_Kay.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5a9ebcc11eda410001368d0c,"06/30/2022, 14:47:21"
1913,P_F_Theresa_May.png,P_M_Gordon_Brown.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5a9ebcc11eda410001368d0c,"06/30/2022, 14:47:21"
1681,E_F_Julie_Walters.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5a9ebcc11eda410001368d0c,"06/30/2022, 14:47:21"
2050,E_F_Jennifer_Saunders.png,E_M_Ewan_McGregor.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5a9ebcc11eda410001368d0c,"06/30/2022, 14:47:21"
2734,E_F_Jennifer_Saunders.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5a9ebcc11eda410001368d0c,"06/30/2022, 14:47:21"
2080,E_M_Russell_Howard.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5a9ebcc11eda410001368d0c,"06/30/2022, 14:47:21"
1532,E_M_Michael_McIntyr.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5a9ebcc11eda410001368d0c,"06/30/2022, 14:47:21"
1649,E_M_Peter_Kay.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5a9ebcc11eda410001368d0c,"06/30/2022, 14:47:21"
2090,E_F_Jennifer_Saunders.png,E_F_Sarah_Millican.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,5a9ebcc11eda410001368d0c,"06/30/2022, 14:47:21"
2115,E_M_Russell_Howard.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5a9ebcc11eda410001368d0c,"06/30/2022, 14:47:21"
2422,P_F_Theresa_May.png,P_M_david_camer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5a9ebcc11eda410001368d0c,"06/30/2022, 14:47:21"
1642,E_M_Ewan_McGregor.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5a9ebcc11eda410001368d0c,"06/30/2022, 14:47:21"
1578,E_F_Dawn_Roma_French.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5a9ebcc11eda410001368d0c,"06/30/2022, 14:47:21"
1749,P_M_jeremy_corbyn.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5a9ebcc11eda410001368d0c,"06/30/2022, 14:47:21"
1780,E_F_Sarah_Millican.png,E_M_Ewan_McGregor.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5a9ebcc11eda410001368d0c,"06/30/2022, 14:47:21"
2658,E_M_Michael_McIntyr.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5a9ebcc11eda410001368d0c,"06/30/2022, 14:47:21"
2343,E_F_Julie_Walters.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5a9ebcc11eda410001368d0c,"06/30/2022, 14:47:21"
1929,E_F_Julie_Walters.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5a9ebcc11eda410001368d0c,"06/30/2022, 14:47:21"
2049,E_F_Julie_Walters.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5a9ebcc11eda410001368d0c,"06/30/2022, 14:47:21"
2355,P_M_david_camer.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5a9ebcc11eda410001368d0c,"06/30/2022, 14:47:21"
2683,E_M_Jimmy_Carr.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5a9ebcc11eda410001368d0c,"06/30/2022, 14:47:21"
2025,E_M_Ewan_McGregor.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5a9ebcc11eda410001368d0c,"06/30/2022, 14:47:21"
1949,E_M_Simon_Pegg.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5a9ebcc11eda410001368d0c,"06/30/2022, 14:47:21"
2226,E_M_Peter_Kay.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5a9ebcc11eda410001368d0c,"06/30/2022, 14:47:21"
2846,P_F_nicola_sturge.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5a9ebcc11eda410001368d0c,"06/30/2022, 14:47:21"
1755,E_F_Sarah_Millican.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5a9ebcc11eda410001368d0c,"06/30/2022, 14:47:21"
1985,E_M_Michael_McIntyr.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5a9ebcc11eda410001368d0c,"06/30/2022, 14:47:21"
2144,P_M_jeremy_corbyn.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5a9ebcc11eda410001368d0c,"06/30/2022, 14:47:21"
1978,E_F_Jennifer_Saunders.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5a9ebcc11eda410001368d0c,"06/30/2022, 14:47:21"
1916,E_M_Ewan_McGregor.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5a9ebcc11eda410001368d0c,"06/30/2022, 14:47:21"
1839,E_M_Simon_Pegg.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5a9ebcc11eda410001368d0c,"06/30/2022, 14:47:21"
1957,P_F_nicola_sturge.png,P_M_david_camer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5a9ebcc11eda410001368d0c,"06/30/2022, 14:47:21"
2130,P_F_Theresa_May.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5a9ebcc11eda410001368d0c,"06/30/2022, 14:47:21"
2320,E_F_Jennifer_Saunders.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5a9ebcc11eda410001368d0c,"06/30/2022, 14:47:21"
2102,P_F_nicola_sturge.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5a9ebcc11eda410001368d0c,"06/30/2022, 14:47:21"
2265,E_F_Dawn_Roma_French.png,E_F_Jennifer_Saunders.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,5a9ebcc11eda410001368d0c,"06/30/2022, 14:47:21"
1940,P_M_Michael_Gove.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5a9ebcc11eda410001368d0c,"06/30/2022, 14:47:21"
1719,E_F_Julie_Walters.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5a9ebcc11eda410001368d0c,"06/30/2022, 14:47:21"
1843,E_F_Sarah_Millican.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5a9ebcc11eda410001368d0c,"06/30/2022, 14:47:21"
1688,E_F_Sarah_Millican.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5a9ebcc11eda410001368d0c,"06/30/2022, 14:47:21"
2954,E_F_Jennifer_Saunders.png,E_F_Julie_Walters.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5a9ebcc11eda410001368d0c,"06/30/2022, 14:47:21"
2191,E_F_Julie_Walters.png,E_M_Ewan_McGregor.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5a9ebcc11eda410001368d0c,"06/30/2022, 14:47:21"
2667,P_F_nicola_sturge.png,P_M_Gordon_Brown.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5a9ebcc11eda410001368d0c,"06/30/2022, 14:47:21"
1385,E_F_Dawn_Roma_French.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5a9ebcc11eda410001368d0c,"06/30/2022, 14:47:21"
1821,E_F_Dawn_Roma_French.png,E_F_Julie_Walters.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,5a9ebcc11eda410001368d0c,"06/30/2022, 14:47:21"
1926,E_F_Julie_Walters.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5a9ebcc11eda410001368d0c,"06/30/2022, 14:47:21"
1909,E_M_Ewan_McGregor.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5a9ebcc11eda410001368d0c,"06/30/2022, 14:47:21"
2063,E_M_Simon_Pegg.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5a9ebcc11eda410001368d0c,"06/30/2022, 14:47:21"
3726,E_M_Michael_McIntyr.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5a9ebcc11eda410001368d0c,"06/30/2022, 14:47:21"
2541,E_M_Ewan_McGregor.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5a9ebcc11eda410001368d0c,"06/30/2022, 14:47:21"
1518,E_M_Simon_Pegg.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5a9ebcc11eda410001368d0c,"06/30/2022, 14:47:21"
1540,E_F_Sarah_Millican.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5a9ebcc11eda410001368d0c,"06/30/2022, 14:47:21"
1709,E_M_Jimmy_Carr.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5a9ebcc11eda410001368d0c,"06/30/2022, 14:47:21"
1540,E_M_Simon_Pegg.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5a9ebcc11eda410001368d0c,"06/30/2022, 14:47:21"
2304,E_F_Jennifer_Saunders.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5a9ebcc11eda410001368d0c,"06/30/2022, 14:47:21"
1954,E_M_Michael_McIntyr.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5a9ebcc11eda410001368d0c,"06/30/2022, 14:47:21"
2332,P_F_nicola_sturge.png,P_F_Theresa_May.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,6,5a9ebcc11eda410001368d0c,"06/30/2022, 14:47:21"
1963,E_M_Peter_Kay.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5a9ebcc11eda410001368d0c,"06/30/2022, 14:47:21"
1616,E_M_Jimmy_Carr.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5a9ebcc11eda410001368d0c,"06/30/2022, 14:47:21"
1619,P_M_david_camer.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5a9ebcc11eda410001368d0c,"06/30/2022, 14:47:21"
2006,E_M_Michael_McIntyr.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5a9ebcc11eda410001368d0c,"06/30/2022, 14:47:21"
1886,P_F_nicola_sturge.png,P_M_jeremy_corbyn.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5a9ebcc11eda410001368d0c,"06/30/2022, 14:47:21"
1997,E_F_Sarah_Millican.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5a9ebcc11eda410001368d0c,"06/30/2022, 14:47:21"
2597,E_F_Julie_Walters.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5a9ebcc11eda410001368d0c,"06/30/2022, 14:47:21"
1763,E_M_Russell_Howard.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5a9ebcc11eda410001368d0c,"06/30/2022, 14:47:21"
1566,E_M_Simon_Pegg.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5a9ebcc11eda410001368d0c,"06/30/2022, 14:47:21"
1645,E_M_Russell_Howard.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5a9ebcc11eda410001368d0c,"06/30/2022, 14:47:21"
2551,E_F_Dawn_Roma_French.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5a9ebcc11eda410001368d0c,"06/30/2022, 14:47:21"
2182,E_F_Dawn_Roma_French.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5a9ebcc11eda410001368d0c,"06/30/2022, 14:47:21"
2368,P_M_Gordon_Brown.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5a9ebcc11eda410001368d0c,"06/30/2022, 14:47:21"
1597,E_M_Russell_Howard.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5a9ebcc11eda410001368d0c,"06/30/2022, 14:47:21"
3134,E_F_Julie_Walters.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5a9ebcc11eda410001368d0c,"06/30/2022, 14:47:21"
2216,E_F_Dawn_Roma_French.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5a9ebcc11eda410001368d0c,"06/30/2022, 14:47:21"
2117,P_F_Theresa_May.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5a9ebcc11eda410001368d0c,"06/30/2022, 14:47:21"
2182,E_M_Michael_McIntyr.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5a9ebcc11eda410001368d0c,"06/30/2022, 14:47:21"
1884,E_M_Peter_Kay.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5a9ebcc11eda410001368d0c,"06/30/2022, 14:47:21"
2046,E_M_Ewan_McGregor.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5a9ebcc11eda410001368d0c,"06/30/2022, 14:47:21"
2683,E_F_Sarah_Millican.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5a9ebcc11eda410001368d0c,"06/30/2022, 14:47:21"
2799,E_M_Peter_Kay.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5a9ebcc11eda410001368d0c,"06/30/2022, 14:47:21"
2540,E_M_Michael_McIntyr.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5a9ebcc11eda410001368d0c,"06/30/2022, 14:47:21"
3733,E_F_Dawn_Roma_French.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5a9ebcc11eda410001368d0c,"06/30/2022, 14:47:21"
1870,E_M_Ewan_McGregor.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5a9ebcc11eda410001368d0c,"06/30/2022, 14:47:21"
2580,E_F_Sarah_Millican.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5a9ebcc11eda410001368d0c,"06/30/2022, 14:47:21"
3609,E_M_Peter_Kay.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5a9ebcc11eda410001368d0c,"06/30/2022, 14:47:21"
2434,E_F_Sarah_Millican.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5a9ebcc11eda410001368d0c,"06/30/2022, 14:47:21"
1433,P_M_Michael_Gove.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5a9ebcc11eda410001368d0c,"06/30/2022, 14:47:21"
3552,E_M_Russell_Howard.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5a9ebcc11eda410001368d0c,"06/30/2022, 14:47:21"
1917,E_F_Dawn_Roma_French.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5a9ebcc11eda410001368d0c,"06/30/2022, 14:47:21"
2123,E_F_Jennifer_Saunders.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5a9ebcc11eda410001368d0c,"06/30/2022, 14:47:21"
2466,E_M_Jimmy_Carr.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5a9ebcc11eda410001368d0c,"06/30/2022, 14:47:21"
file,isFamiliar,5a9ebcc11eda410001368d0c,"06/30/2022, 14:47:21"
P_M_Sajid_Javid.png,0,5a9ebcc11eda410001368d0c,"06/30/2022, 14:47:21"
P_M_david_camer.png,1,5a9ebcc11eda410001368d0c,"06/30/2022, 14:47:21"
P_M_keir_starmer.png,1,5a9ebcc11eda410001368d0c,"06/30/2022, 14:47:21"
E_F_Jennifer_Saunders.png,1,5a9ebcc11eda410001368d0c,"06/30/2022, 14:47:21"
E_F_Julie_Walters.png,1,5a9ebcc11eda410001368d0c,"06/30/2022, 14:47:21"
E_M_Simon_Pegg.png,1,5a9ebcc11eda410001368d0c,"06/30/2022, 14:47:21"
P_M_jeremy_corbyn.png,1,5a9ebcc11eda410001368d0c,"06/30/2022, 14:47:21"
E_F_Sarah_Millican.png,1,5a9ebcc11eda410001368d0c,"06/30/2022, 14:47:21"
E_M_Jimmy_Carr.png,1,5a9ebcc11eda410001368d0c,"06/30/2022, 14:47:21"
E_M_Peter_Kay.png,1,5a9ebcc11eda410001368d0c,"06/30/2022, 14:47:21"
E_M_Ewan_McGregor.png,1,5a9ebcc11eda410001368d0c,"06/30/2022, 14:47:21"
P_M_nigel_farage.png,1,5a9ebcc11eda410001368d0c,"06/30/2022, 14:47:21"
P_M_Gordon_Brown.png,1,5a9ebcc11eda410001368d0c,"06/30/2022, 14:47:21"
P_F_Theresa_May.png,1,5a9ebcc11eda410001368d0c,"06/30/2022, 14:47:21"
E_F_Dawn_Roma_French.png,1,5a9ebcc11eda410001368d0c,"06/30/2022, 14:47:21"
P_M_Michael_Gove.png,1,5a9ebcc11eda410001368d0c,"06/30/2022, 14:47:21"
P_F_nicola_sturge.png,1,5a9ebcc11eda410001368d0c,"06/30/2022, 14:47:21"
E_M_Michael_McIntyr.png,1,5a9ebcc11eda410001368d0c,"06/30/2022, 14:47:21"
E_M_Russell_Howard.png,1,5a9ebcc11eda410001368d0c,"06/30/2022, 14:47:21"
P_M_Tony_Blair.png,1,5a9ebcc11eda410001368d0c,"06/30/2022, 14:47:21"
age: 32,gender: Female,handedness: right,5a9ebcc11eda410001368d0c,"06/30/2022, 14:47:21"