RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,60acb27d9223b045a5175907,"06/30/2022, 14:50:56"
2238,E_F_Julie_Walters.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,60acb27d9223b045a5175907,"06/30/2022, 14:50:56"
2106,E_F_Sarah_Millican.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,60acb27d9223b045a5175907,"06/30/2022, 14:50:56"
4196,E_M_Ewan_McGregor.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,60acb27d9223b045a5175907,"06/30/2022, 14:50:56"
1808,E_M_Simon_Pegg.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,60acb27d9223b045a5175907,"06/30/2022, 14:50:56"
2546,E_M_Jimmy_Carr.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,60acb27d9223b045a5175907,"06/30/2022, 14:50:56"
2654,E_M_Michael_McIntyr.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,60acb27d9223b045a5175907,"06/30/2022, 14:50:56"
2137,P_M_jeremy_corbyn.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,60acb27d9223b045a5175907,"06/30/2022, 14:50:56"
3784,E_F_Jennifer_Saunders.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,60acb27d9223b045a5175907,"06/30/2022, 14:50:56"
2460,P_M_Sajid_Javid.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,60acb27d9223b045a5175907,"06/30/2022, 14:50:56"
1741,E_F_Dawn_Roma_French.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,60acb27d9223b045a5175907,"06/30/2022, 14:50:56"
1864,E_F_Sarah_Millican.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,60acb27d9223b045a5175907,"06/30/2022, 14:50:56"
1636,E_F_Dawn_Roma_French.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,60acb27d9223b045a5175907,"06/30/2022, 14:50:56"
4135,E_M_Peter_Kay.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,1,60acb27d9223b045a5175907,"06/30/2022, 14:50:56"
2581,P_F_nicola_sturge.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,60acb27d9223b045a5175907,"06/30/2022, 14:50:56"
5099,E_M_Ewan_McGregor.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,60acb27d9223b045a5175907,"06/30/2022, 14:50:56"
5850,E_F_Sarah_Millican.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,60acb27d9223b045a5175907,"06/30/2022, 14:50:56"
8526,E_F_Dawn_Roma_French.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,60acb27d9223b045a5175907,"06/30/2022, 14:50:56"
3379,E_F_Dawn_Roma_French.png,E_F_Jennifer_Saunders.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,60acb27d9223b045a5175907,"06/30/2022, 14:50:56"
1842,E_F_Julie_Walters.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,60acb27d9223b045a5175907,"06/30/2022, 14:50:56"
1943,P_F_Theresa_May.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,60acb27d9223b045a5175907,"06/30/2022, 14:50:56"
2505,E_M_Michael_McIntyr.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,60acb27d9223b045a5175907,"06/30/2022, 14:50:56"
3845,E_M_Simon_Pegg.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,60acb27d9223b045a5175907,"06/30/2022, 14:50:56"
5342,E_F_Julie_Walters.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,60acb27d9223b045a5175907,"06/30/2022, 14:50:56"
2637,E_F_Jennifer_Saunders.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,60acb27d9223b045a5175907,"06/30/2022, 14:50:56"
2667,E_M_Michael_McIntyr.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,1,60acb27d9223b045a5175907,"06/30/2022, 14:50:56"
2889,E_F_Jennifer_Saunders.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,60acb27d9223b045a5175907,"06/30/2022, 14:50:56"
1940,E_F_Sarah_Millican.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,2,60acb27d9223b045a5175907,"06/30/2022, 14:50:56"
2727,E_F_Julie_Walters.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,60acb27d9223b045a5175907,"06/30/2022, 14:50:56"
2194,P_F_nicola_sturge.png,P_F_Theresa_May.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,2,60acb27d9223b045a5175907,"06/30/2022, 14:50:56"
3018,P_F_nicola_sturge.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,60acb27d9223b045a5175907,"06/30/2022, 14:50:56"
1972,E_F_Julie_Walters.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,2,60acb27d9223b045a5175907,"06/30/2022, 14:50:56"
2234,E_F_Dawn_Roma_French.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,60acb27d9223b045a5175907,"06/30/2022, 14:50:56"
2383,E_F_Julie_Walters.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,60acb27d9223b045a5175907,"06/30/2022, 14:50:56"
2101,E_M_Jimmy_Carr.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,60acb27d9223b045a5175907,"06/30/2022, 14:50:56"
1909,P_M_jeremy_corbyn.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,60acb27d9223b045a5175907,"06/30/2022, 14:50:56"
2315,E_M_Simon_Pegg.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,60acb27d9223b045a5175907,"06/30/2022, 14:50:56"
3765,E_F_Jennifer_Saunders.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,60acb27d9223b045a5175907,"06/30/2022, 14:50:56"
2859,E_F_Jennifer_Saunders.png,E_F_Julie_Walters.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,1,60acb27d9223b045a5175907,"06/30/2022, 14:50:56"
2275,E_M_Peter_Kay.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,1,60acb27d9223b045a5175907,"06/30/2022, 14:50:56"
3958,E_M_Michael_McIntyr.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,60acb27d9223b045a5175907,"06/30/2022, 14:50:56"
2237,E_M_Russell_Howard.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,60acb27d9223b045a5175907,"06/30/2022, 14:50:56"
4394,E_M_Peter_Kay.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,60acb27d9223b045a5175907,"06/30/2022, 14:50:56"
1829,P_M_keir_starmer.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,60acb27d9223b045a5175907,"06/30/2022, 14:50:56"
3349,E_F_Dawn_Roma_French.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,60acb27d9223b045a5175907,"06/30/2022, 14:50:56"
3795,P_F_nicola_sturge.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,60acb27d9223b045a5175907,"06/30/2022, 14:50:56"
2121,E_F_Sarah_Millican.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,60acb27d9223b045a5175907,"06/30/2022, 14:50:56"
2218,E_F_Sarah_Millican.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,60acb27d9223b045a5175907,"06/30/2022, 14:50:56"
1586,E_M_Peter_Kay.png,P_F_nicola_sturge.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,60acb27d9223b045a5175907,"06/30/2022, 14:50:56"
1905,E_F_Julie_Walters.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,60acb27d9223b045a5175907,"06/30/2022, 14:50:56"
2022,E_M_Michael_McIntyr.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,60acb27d9223b045a5175907,"06/30/2022, 14:50:56"
2098,E_M_Russell_Howard.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,60acb27d9223b045a5175907,"06/30/2022, 14:50:56"
2021,E_F_Dawn_Roma_French.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,60acb27d9223b045a5175907,"06/30/2022, 14:50:56"
2056,P_F_nicola_sturge.png,P_M_david_camer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,60acb27d9223b045a5175907,"06/30/2022, 14:50:56"
2319,E_F_Jennifer_Saunders.png,E_F_Sarah_Millican.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,60acb27d9223b045a5175907,"06/30/2022, 14:50:56"
1897,P_M_keir_starmer.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,60acb27d9223b045a5175907,"06/30/2022, 14:50:56"
1564,E_M_Michael_McIntyr.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,60acb27d9223b045a5175907,"06/30/2022, 14:50:56"
1702,E_M_Michael_McIntyr.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,60acb27d9223b045a5175907,"06/30/2022, 14:50:56"
2644,E_M_Simon_Pegg.png,P_M_Michael_Gove.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,60acb27d9223b045a5175907,"06/30/2022, 14:50:56"
2545,E_F_Dawn_Roma_French.png,E_M_Ewan_McGregor.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,60acb27d9223b045a5175907,"06/30/2022, 14:50:56"
5291,P_M_Gordon_Brown.png,P_M_Michael_Gove.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,60acb27d9223b045a5175907,"06/30/2022, 14:50:56"
2311,E_M_Jimmy_Carr.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,60acb27d9223b045a5175907,"06/30/2022, 14:50:56"
5147,E_M_Peter_Kay.png,P_F_Theresa_May.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,60acb27d9223b045a5175907,"06/30/2022, 14:50:56"
1740,E_M_Michael_McIntyr.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,60acb27d9223b045a5175907,"06/30/2022, 14:50:56"
2549,E_F_Jennifer_Saunders.png,E_M_Russell_Howard.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,60acb27d9223b045a5175907,"06/30/2022, 14:50:56"
1835,E_F_Jennifer_Saunders.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,60acb27d9223b045a5175907,"06/30/2022, 14:50:56"
1811,E_M_Simon_Pegg.png,P_M_keir_starmer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,60acb27d9223b045a5175907,"06/30/2022, 14:50:56"
2112,P_M_david_camer.png,P_M_Sajid_Javid.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,60acb27d9223b045a5175907,"06/30/2022, 14:50:56"
2180,E_F_Julie_Walters.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,60acb27d9223b045a5175907,"06/30/2022, 14:50:56"
2708,E_M_Michael_McIntyr.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,60acb27d9223b045a5175907,"06/30/2022, 14:50:56"
2910,P_M_Gordon_Brown.png,P_M_jeremy_corbyn.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,60acb27d9223b045a5175907,"06/30/2022, 14:50:56"
2004,E_F_Sarah_Millican.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,60acb27d9223b045a5175907,"06/30/2022, 14:50:56"
1465,E_M_Simon_Pegg.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,60acb27d9223b045a5175907,"06/30/2022, 14:50:56"
2197,E_M_Ewan_McGregor.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,60acb27d9223b045a5175907,"06/30/2022, 14:50:56"
2266,E_M_Michael_McIntyr.png,E_M_Peter_Kay.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,60acb27d9223b045a5175907,"06/30/2022, 14:50:56"
2431,P_F_Theresa_May.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,60acb27d9223b045a5175907,"06/30/2022, 14:50:56"
2157,E_M_Jimmy_Carr.png,P_M_nigel_farage.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,1,60acb27d9223b045a5175907,"06/30/2022, 14:50:56"
2637,E_M_Jimmy_Carr.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,60acb27d9223b045a5175907,"06/30/2022, 14:50:56"
2425,E_M_Peter_Kay.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,60acb27d9223b045a5175907,"06/30/2022, 14:50:56"
1682,P_M_david_camer.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,60acb27d9223b045a5175907,"06/30/2022, 14:50:56"
2486,P_F_Theresa_May.png,P_M_nigel_farage.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,60acb27d9223b045a5175907,"06/30/2022, 14:50:56"
2187,P_F_nicola_sturge.png,P_M_keir_starmer.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,60acb27d9223b045a5175907,"06/30/2022, 14:50:56"
3534,E_F_Jennifer_Saunders.png,E_M_Michael_McIntyr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,60acb27d9223b045a5175907,"06/30/2022, 14:50:56"
2076,E_M_Simon_Pegg.png,P_M_Sajid_Javid.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,60acb27d9223b045a5175907,"06/30/2022, 14:50:56"
1694,E_M_Russell_Howard.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,60acb27d9223b045a5175907,"06/30/2022, 14:50:56"
1935,E_M_Jimmy_Carr.png,P_M_Gordon_Brown.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,60acb27d9223b045a5175907,"06/30/2022, 14:50:56"
2299,E_F_Jennifer_Saunders.png,P_M_jeremy_corbyn.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,60acb27d9223b045a5175907,"06/30/2022, 14:50:56"
2186,E_M_Ewan_McGregor.png,E_M_Jimmy_Carr.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,60acb27d9223b045a5175907,"06/30/2022, 14:50:56"
3492,E_M_Simon_Pegg.png,P_M_david_camer.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,60acb27d9223b045a5175907,"06/30/2022, 14:50:56"
2099,E_M_Russell_Howard.png,E_M_Simon_Pegg.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,60acb27d9223b045a5175907,"06/30/2022, 14:50:56"
1757,P_F_Theresa_May.png,P_M_Gordon_Brown.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,60acb27d9223b045a5175907,"06/30/2022, 14:50:56"
file,isFamiliar,60acb27d9223b045a5175907,"06/30/2022, 14:50:56"
P_M_Sajid_Javid.png,0,60acb27d9223b045a5175907,"06/30/2022, 14:50:56"
P_M_Tony_Blair.png,1,60acb27d9223b045a5175907,"06/30/2022, 14:50:56"
P_F_nicola_sturge.png,1,60acb27d9223b045a5175907,"06/30/2022, 14:50:56"
E_M_Ewan_McGregor.png,1,60acb27d9223b045a5175907,"06/30/2022, 14:50:56"
P_M_david_camer.png,1,60acb27d9223b045a5175907,"06/30/2022, 14:50:56"
E_F_Dawn_Roma_French.png,1,60acb27d9223b045a5175907,"06/30/2022, 14:50:56"
P_M_nigel_farage.png,1,60acb27d9223b045a5175907,"06/30/2022, 14:50:56"
P_M_jeremy_corbyn.png,1,60acb27d9223b045a5175907,"06/30/2022, 14:50:56"
E_M_Russell_Howard.png,1,60acb27d9223b045a5175907,"06/30/2022, 14:50:56"
P_M_Gordon_Brown.png,1,60acb27d9223b045a5175907,"06/30/2022, 14:50:56"
E_F_Jennifer_Saunders.png,1,60acb27d9223b045a5175907,"06/30/2022, 14:50:56"
P_M_keir_starmer.png,0,60acb27d9223b045a5175907,"06/30/2022, 14:50:56"
E_M_Peter_Kay.png,1,60acb27d9223b045a5175907,"06/30/2022, 14:50:56"
E_F_Sarah_Millican.png,1,60acb27d9223b045a5175907,"06/30/2022, 14:50:56"
E_M_Simon_Pegg.png,1,60acb27d9223b045a5175907,"06/30/2022, 14:50:56"
E_M_Michael_McIntyr.png,1,60acb27d9223b045a5175907,"06/30/2022, 14:50:56"
E_F_Julie_Walters.png,1,60acb27d9223b045a5175907,"06/30/2022, 14:50:56"
E_M_Jimmy_Carr.png,1,60acb27d9223b045a5175907,"06/30/2022, 14:50:56"
P_F_Theresa_May.png,1,60acb27d9223b045a5175907,"06/30/2022, 14:50:56"
P_M_Michael_Gove.png,0,60acb27d9223b045a5175907,"06/30/2022, 14:50:56"
age: 27,gender: Male,handedness: right,60acb27d9223b045a5175907,"06/30/2022, 14:50:56"