RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5ae76daca740ff0001937dad,"10/14/2022, 08:10:19"
2790,E_F_Julie_Walters(20).png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5ae76daca740ff0001937dad,"10/14/2022, 08:10:19"
2755,P_F_Theresa_May(3).png,P_M_nigel_farage(5).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5ae76daca740ff0001937dad,"10/14/2022, 08:10:19"
1316,E_F_Sarah_Millican(1).png,P_F_nicola_sturge(10).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5ae76daca740ff0001937dad,"10/14/2022, 08:10:19"
1607,E_M_Simon_Pegg(8).png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5ae76daca740ff0001937dad,"10/14/2022, 08:10:19"
4920,E_M_Ewan_McGregor(3).png,P_M_keir_starmer(6).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5ae76daca740ff0001937dad,"10/14/2022, 08:10:19"
25866,E_M_Ewan_McGregor(3).png,P_M_david_camer(14).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5ae76daca740ff0001937dad,"10/14/2022, 08:10:19"
6527,E_M_Peter_Kay(3).png,P_M_nigel_farage(5).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5ae76daca740ff0001937dad,"10/14/2022, 08:10:19"
2205,E_M_Russell_Howard(10).png,P_F_nicola_sturge(10).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5ae76daca740ff0001937dad,"10/14/2022, 08:10:19"
2040,E_F_Julie_Walters(20).png,P_M_Gordon_Brown(19).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5ae76daca740ff0001937dad,"10/14/2022, 08:10:19"
4225,E_M_Jimmy_Carr(5).png,P_M_nigel_farage(5).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5ae76daca740ff0001937dad,"10/14/2022, 08:10:19"
16455,E_M_Ewan_McGregor(3).png,E_M_Peter_Kay(3).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5ae76daca740ff0001937dad,"10/14/2022, 08:10:19"
18374,P_M_keir_starmer(6).png,P_M_Michael_Gove(9).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5ae76daca740ff0001937dad,"10/14/2022, 08:10:19"
3919,P_F_Theresa_May(3).png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5ae76daca740ff0001937dad,"10/14/2022, 08:10:19"
1751,E_M_Jimmy_Carr(5).png,P_M_Gordon_Brown(19).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5ae76daca740ff0001937dad,"10/14/2022, 08:10:19"
2290,E_F_Sarah_Millican(1).png,E_M_Jimmy_Carr(5).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5ae76daca740ff0001937dad,"10/14/2022, 08:10:19"
2146,E_M_Jimmy_Carr(5).png,E_M_Russell_Howard(10).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5ae76daca740ff0001937dad,"10/14/2022, 08:10:19"
1987,E_M_Michael_McIntyr(8).png,P_F_nicola_sturge(10).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5ae76daca740ff0001937dad,"10/14/2022, 08:10:19"
3429,E_F_Jennifer_Saunders.png,E_M_Ewan_McGregor(3).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5ae76daca740ff0001937dad,"10/14/2022, 08:10:19"
4108,E_M_Michael_McIntyr(8).png,P_M_Michael_Gove(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5ae76daca740ff0001937dad,"10/14/2022, 08:10:19"
2025,E_F_Sarah_Millican(1).png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5ae76daca740ff0001937dad,"10/14/2022, 08:10:19"
1929,P_F_nicola_sturge(10).png,P_M_Michael_Gove(9).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5ae76daca740ff0001937dad,"10/14/2022, 08:10:19"
3258,E_F_Jennifer_Saunders.png,E_M_Michael_McIntyr(8).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5ae76daca740ff0001937dad,"10/14/2022, 08:10:19"
2097,E_F_Jennifer_Saunders.png,P_M_jeremy_corbyn(2).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5ae76daca740ff0001937dad,"10/14/2022, 08:10:19"
2220,E_M_Ewan_McGregor(3).png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5ae76daca740ff0001937dad,"10/14/2022, 08:10:19"
2294,E_M_Jimmy_Carr(5).png,E_M_Michael_McIntyr(8).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5ae76daca740ff0001937dad,"10/14/2022, 08:10:19"
4900,E_M_Ewan_McGregor(3).png,E_M_Russell_Howard(10).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5ae76daca740ff0001937dad,"10/14/2022, 08:10:19"
5298,E_F_Jennifer_Saunders.png,E_F_Sarah_Millican(1).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,5ae76daca740ff0001937dad,"10/14/2022, 08:10:19"
1536,E_M_Peter_Kay(3).png,E_M_Simon_Pegg(8).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5ae76daca740ff0001937dad,"10/14/2022, 08:10:19"
1631,E_M_Simon_Pegg(8).png,P_F_nicola_sturge(10).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5ae76daca740ff0001937dad,"10/14/2022, 08:10:19"
1978,E_M_Michael_McIntyr(8).png,E_M_Simon_Pegg(8).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5ae76daca740ff0001937dad,"10/14/2022, 08:10:19"
2262,E_M_Jimmy_Carr(5).png,E_M_Peter_Kay(3).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5ae76daca740ff0001937dad,"10/14/2022, 08:10:19"
1801,P_F_nicola_sturge(10).png,P_M_jeremy_corbyn(2).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5ae76daca740ff0001937dad,"10/14/2022, 08:10:19"
2411,E_M_Peter_Kay(3).png,P_M_Gordon_Brown(19).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5ae76daca740ff0001937dad,"10/14/2022, 08:10:19"
2057,P_M_keir_starmer(6).png,P_M_Sajid_Javid(4).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5ae76daca740ff0001937dad,"10/14/2022, 08:10:19"
2509,E_M_Michael_McIntyr(8).png,P_M_david_camer(14).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5ae76daca740ff0001937dad,"10/14/2022, 08:10:19"
1996,E_F_Sarah_Millican(1).png,E_M_Russell_Howard(10).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5ae76daca740ff0001937dad,"10/14/2022, 08:10:19"
2458,E_M_Russell_Howard(10).png,P_M_keir_starmer(6).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5ae76daca740ff0001937dad,"10/14/2022, 08:10:19"
1898,E_F_Jennifer_Saunders.png,P_M_Michael_Gove(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5ae76daca740ff0001937dad,"10/14/2022, 08:10:19"
2133,E_F_Julie_Walters(20).png,E_M_Simon_Pegg(8).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5ae76daca740ff0001937dad,"10/14/2022, 08:10:19"
2976,P_M_nigel_farage(5).png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5ae76daca740ff0001937dad,"10/14/2022, 08:10:19"
1826,E_M_Simon_Pegg(8).png,P_M_Sajid_Javid(4).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5ae76daca740ff0001937dad,"10/14/2022, 08:10:19"
3178,E_M_Simon_Pegg(8).png,P_M_keir_starmer(6).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5ae76daca740ff0001937dad,"10/14/2022, 08:10:19"
3285,P_M_Gordon_Brown(19).png,P_M_nigel_farage(5).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5ae76daca740ff0001937dad,"10/14/2022, 08:10:19"
2250,E_M_Russell_Howard(10).png,P_M_david_camer(14).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5ae76daca740ff0001937dad,"10/14/2022, 08:10:19"
4548,E_M_Simon_Pegg(8).png,P_M_Michael_Gove(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5ae76daca740ff0001937dad,"10/14/2022, 08:10:19"
3433,P_F_nicola_sturge(10).png,P_M_david_camer(14).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5ae76daca740ff0001937dad,"10/14/2022, 08:10:19"
2947,E_M_Ewan_McGregor(3).png,P_M_Gordon_Brown(19).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5ae76daca740ff0001937dad,"10/14/2022, 08:10:19"
2567,P_M_keir_starmer(6).png,P_M_nigel_farage(5).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5ae76daca740ff0001937dad,"10/14/2022, 08:10:19"
4521,P_M_Gordon_Brown(19).png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5ae76daca740ff0001937dad,"10/14/2022, 08:10:19"
6280,E_M_Peter_Kay(3).png,P_F_nicola_sturge(10).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5ae76daca740ff0001937dad,"10/14/2022, 08:10:19"
22861,P_M_jeremy_corbyn(2).png,P_M_Sajid_Javid(4).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5ae76daca740ff0001937dad,"10/14/2022, 08:10:19"
4280,E_M_Simon_Pegg(8).png,P_M_david_camer(14).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5ae76daca740ff0001937dad,"10/14/2022, 08:10:19"
2349,E_M_Peter_Kay(3).png,P_M_david_camer(14).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5ae76daca740ff0001937dad,"10/14/2022, 08:10:19"
3935,E_F_Sarah_Millican(1).png,P_M_jeremy_corbyn(2).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5ae76daca740ff0001937dad,"10/14/2022, 08:10:19"
14967,E_F_Julie_Walters(20).png,P_M_Sajid_Javid(4).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5ae76daca740ff0001937dad,"10/14/2022, 08:10:19"
2632,E_F_Julie_Walters(20).png,E_M_Michael_McIntyr(8).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5ae76daca740ff0001937dad,"10/14/2022, 08:10:19"
2711,E_F_Julie_Walters(20).png,E_M_Russell_Howard(10).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5ae76daca740ff0001937dad,"10/14/2022, 08:10:19"
1910,E_F_Sarah_Millican(1).png,E_M_Peter_Kay(3).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5ae76daca740ff0001937dad,"10/14/2022, 08:10:19"
1837,P_M_david_camer(14).png,P_M_Gordon_Brown(19).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5ae76daca740ff0001937dad,"10/14/2022, 08:10:19"
1852,E_F_Jennifer_Saunders.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5ae76daca740ff0001937dad,"10/14/2022, 08:10:19"
1726,P_F_Theresa_May(3).png,P_M_Sajid_Javid(4).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5ae76daca740ff0001937dad,"10/14/2022, 08:10:19"
3153,E_M_Jimmy_Carr(5).png,P_M_jeremy_corbyn(2).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5ae76daca740ff0001937dad,"10/14/2022, 08:10:19"
1992,E_M_Russell_Howard(10).png,P_M_nigel_farage(5).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5ae76daca740ff0001937dad,"10/14/2022, 08:10:19"
2074,E_F_Julie_Walters(20).png,E_F_Sarah_Millican(1).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,5ae76daca740ff0001937dad,"10/14/2022, 08:10:19"
3721,E_M_Peter_Kay(3).png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5ae76daca740ff0001937dad,"10/14/2022, 08:10:19"
3211,E_M_Jimmy_Carr(5).png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5ae76daca740ff0001937dad,"10/14/2022, 08:10:19"
2159,E_M_Jimmy_Carr(5).png,P_M_david_camer(14).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5ae76daca740ff0001937dad,"10/14/2022, 08:10:19"
2479,E_F_Julie_Walters(20).png,E_M_Ewan_McGregor(3).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5ae76daca740ff0001937dad,"10/14/2022, 08:10:19"
1731,E_F_Jennifer_Saunders.png,E_M_Peter_Kay(3).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5ae76daca740ff0001937dad,"10/14/2022, 08:10:19"
2092,E_M_Jimmy_Carr(5).png,P_M_keir_starmer(6).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5ae76daca740ff0001937dad,"10/14/2022, 08:10:19"
2158,E_F_Jennifer_Saunders.png,P_M_Gordon_Brown(19).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5ae76daca740ff0001937dad,"10/14/2022, 08:10:19"
1950,E_M_Russell_Howard(10).png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5ae76daca740ff0001937dad,"10/14/2022, 08:10:19"
1975,E_F_Jennifer_Saunders.png,E_M_Simon_Pegg(8).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5ae76daca740ff0001937dad,"10/14/2022, 08:10:19"
1565,E_F_Julie_Walters(20).png,E_M_Jimmy_Carr(5).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5ae76daca740ff0001937dad,"10/14/2022, 08:10:19"
1624,P_F_Theresa_May(3).png,P_M_Michael_Gove(9).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5ae76daca740ff0001937dad,"10/14/2022, 08:10:19"
1693,E_M_Ewan_McGregor(3).png,P_M_jeremy_corbyn(2).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5ae76daca740ff0001937dad,"10/14/2022, 08:10:19"
1754,E_F_Jennifer_Saunders.png,P_M_nigel_farage(5).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5ae76daca740ff0001937dad,"10/14/2022, 08:10:19"
1582,P_M_jeremy_corbyn(2).png,P_M_keir_starmer(6).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5ae76daca740ff0001937dad,"10/14/2022, 08:10:19"
1667,P_F_nicola_sturge(10).png,P_M_Sajid_Javid(4).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5ae76daca740ff0001937dad,"10/14/2022, 08:10:19"
2102,P_F_nicola_sturge(10).png,P_F_Theresa_May(3).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,6,5ae76daca740ff0001937dad,"10/14/2022, 08:10:19"
2041,E_F_Dawn_Roma(4).png,P_M_Michael_Gove(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5ae76daca740ff0001937dad,"10/14/2022, 08:10:19"
1508,E_M_Michael_McIntyr(8).png,P_M_Sajid_Javid(4).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5ae76daca740ff0001937dad,"10/14/2022, 08:10:19"
2559,E_F_Dawn_Roma(4).png,E_M_Ewan_McGregor(3).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5ae76daca740ff0001937dad,"10/14/2022, 08:10:19"
2179,E_M_Peter_Kay(3).png,P_M_jeremy_corbyn(2).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5ae76daca740ff0001937dad,"10/14/2022, 08:10:19"
1937,E_M_Michael_McIntyr(8).png,E_M_Peter_Kay(3).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5ae76daca740ff0001937dad,"10/14/2022, 08:10:19"
3424,E_F_Sarah_Millican(1).png,E_M_Ewan_McGregor(3).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5ae76daca740ff0001937dad,"10/14/2022, 08:10:19"
3645,P_F_nicola_sturge(10).png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5ae76daca740ff0001937dad,"10/14/2022, 08:10:19"
3423,E_M_Jimmy_Carr(5).png,P_F_Theresa_May(3).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5ae76daca740ff0001937dad,"10/14/2022, 08:10:19"
2285,E_M_Michael_McIntyr(8).png,P_M_Gordon_Brown(19).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5ae76daca740ff0001937dad,"10/14/2022, 08:10:19"
10629,P_M_jeremy_corbyn(2).png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5ae76daca740ff0001937dad,"10/14/2022, 08:10:19"
1664,P_M_Sajid_Javid(4).png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5ae76daca740ff0001937dad,"10/14/2022, 08:10:19"
file,isFamiliar,5ae76daca740ff0001937dad,"10/14/2022, 08:10:19"
P_M_Sajid_Javid(4).png,1,5ae76daca740ff0001937dad,"10/14/2022, 08:10:19"
P_F_Theresa_May(3).png,1,5ae76daca740ff0001937dad,"10/14/2022, 08:10:19"
E_F_Jennifer_Saunders.png,1,5ae76daca740ff0001937dad,"10/14/2022, 08:10:19"
P_F_nicola_sturge(10).png,1,5ae76daca740ff0001937dad,"10/14/2022, 08:10:19"
E_F_Sarah_Millican(1).png,1,5ae76daca740ff0001937dad,"10/14/2022, 08:10:19"
E_M_Michael_McIntyr(8).png,1,5ae76daca740ff0001937dad,"10/14/2022, 08:10:19"
E_M_Jimmy_Carr(5).png,1,5ae76daca740ff0001937dad,"10/14/2022, 08:10:19"
P_M_jeremy_corbyn(2).png,1,5ae76daca740ff0001937dad,"10/14/2022, 08:10:19"
E_M_Ewan_McGregor(3).png,1,5ae76daca740ff0001937dad,"10/14/2022, 08:10:19"
P_M_nigel_farage(5).png,1,5ae76daca740ff0001937dad,"10/14/2022, 08:10:19"
P_M_Tony_Blair.png,1,5ae76daca740ff0001937dad,"10/14/2022, 08:10:19"
P_M_david_camer(14).png,1,5ae76daca740ff0001937dad,"10/14/2022, 08:10:19"
P_M_Gordon_Brown(19).png,1,5ae76daca740ff0001937dad,"10/14/2022, 08:10:19"
P_M_Michael_Gove(9).png,1,5ae76daca740ff0001937dad,"10/14/2022, 08:10:19"
E_F_Julie_Walters(20).png,1,5ae76daca740ff0001937dad,"10/14/2022, 08:10:19"
E_M_Russell_Howard(10).png,1,5ae76daca740ff0001937dad,"10/14/2022, 08:10:19"
E_M_Simon_Pegg(8).png,1,5ae76daca740ff0001937dad,"10/14/2022, 08:10:19"
E_M_Peter_Kay(3).png,1,5ae76daca740ff0001937dad,"10/14/2022, 08:10:19"
E_F_Dawn_Roma(4).png,1,5ae76daca740ff0001937dad,"10/14/2022, 08:10:19"
P_M_keir_starmer(6).png,0,5ae76daca740ff0001937dad,"10/14/2022, 08:10:19"
age: 32,gender: Female,handedness: right,5ae76daca740ff0001937dad,"10/14/2022, 08:10:19"