RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5dbb0562b1df1b110ead5bba,"10/14/2022, 09:20:52"
4911,E_M_Ewan_McGregor(3).png,P_M_nigel_farage(5).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5dbb0562b1df1b110ead5bba,"10/14/2022, 09:20:52"
3024,E_F_Dawn_Roma(4).png,P_M_nigel_farage(5).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5dbb0562b1df1b110ead5bba,"10/14/2022, 09:20:52"
3069,E_M_Simon_Pegg(8).png,P_M_Michael_Gove(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5dbb0562b1df1b110ead5bba,"10/14/2022, 09:20:52"
2751,E_M_Michael_McIntyr(8).png,E_M_Russell_Howard(10).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5dbb0562b1df1b110ead5bba,"10/14/2022, 09:20:52"
2753,P_F_nicola_sturge(10).png,P_M_Michael_Gove(9).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5dbb0562b1df1b110ead5bba,"10/14/2022, 09:20:52"
3230,P_M_jeremy_corbyn(2).png,P_M_Michael_Gove(9).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5dbb0562b1df1b110ead5bba,"10/14/2022, 09:20:52"
3578,P_F_Theresa_May(3).png,P_M_jeremy_corbyn(2).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5dbb0562b1df1b110ead5bba,"10/14/2022, 09:20:52"
4591,E_F_Julie_Walters(20).png,P_M_nigel_farage(5).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5dbb0562b1df1b110ead5bba,"10/14/2022, 09:20:52"
4413,E_F_Jennifer_Saunders.png,E_F_Sarah_Millican(1).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,5dbb0562b1df1b110ead5bba,"10/14/2022, 09:20:52"
3703,E_M_Jimmy_Carr(5).png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5dbb0562b1df1b110ead5bba,"10/14/2022, 09:20:52"
5224,E_M_Jimmy_Carr(5).png,P_M_david_camer(14).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5dbb0562b1df1b110ead5bba,"10/14/2022, 09:20:52"
7521,E_F_Dawn_Roma(4).png,E_F_Sarah_Millican(1).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,5dbb0562b1df1b110ead5bba,"10/14/2022, 09:20:52"
3329,P_M_Michael_Gove(9).png,P_M_Sajid_Javid(4).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5dbb0562b1df1b110ead5bba,"10/14/2022, 09:20:52"
3798,P_M_jeremy_corbyn(2).png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5dbb0562b1df1b110ead5bba,"10/14/2022, 09:20:52"
3746,E_M_Russell_Howard(10).png,P_M_nigel_farage(5).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5dbb0562b1df1b110ead5bba,"10/14/2022, 09:20:52"
2284,E_F_Sarah_Millican(1).png,E_M_Peter_Kay(3).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5dbb0562b1df1b110ead5bba,"10/14/2022, 09:20:52"
2688,E_F_Dawn_Roma(4).png,E_M_Russell_Howard(10).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5dbb0562b1df1b110ead5bba,"10/14/2022, 09:20:52"
2996,E_F_Sarah_Millican(1).png,E_M_Michael_McIntyr(8).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5dbb0562b1df1b110ead5bba,"10/14/2022, 09:20:52"
2200,E_M_Russell_Howard(10).png,P_M_david_camer(14).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5dbb0562b1df1b110ead5bba,"10/14/2022, 09:20:52"
2933,P_F_nicola_sturge(10).png,P_F_Theresa_May(3).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,5,5dbb0562b1df1b110ead5bba,"10/14/2022, 09:20:52"
5118,E_M_Jimmy_Carr(5).png,E_M_Michael_McIntyr(8).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5dbb0562b1df1b110ead5bba,"10/14/2022, 09:20:52"
5540,E_F_Sarah_Millican(1).png,E_M_Ewan_McGregor(3).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5dbb0562b1df1b110ead5bba,"10/14/2022, 09:20:52"
11913,E_F_Sarah_Millican(1).png,E_M_Russell_Howard(10).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5dbb0562b1df1b110ead5bba,"10/14/2022, 09:20:52"
3162,E_F_Julie_Walters(20).png,P_M_jeremy_corbyn(2).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5dbb0562b1df1b110ead5bba,"10/14/2022, 09:20:52"
2367,E_F_Jennifer_Saunders.png,P_M_Gordon_Brown(19).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5dbb0562b1df1b110ead5bba,"10/14/2022, 09:20:52"
2843,P_F_Theresa_May(3).png,P_M_david_camer(14).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5dbb0562b1df1b110ead5bba,"10/14/2022, 09:20:52"
2426,E_M_Jimmy_Carr(5).png,P_M_jeremy_corbyn(2).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5dbb0562b1df1b110ead5bba,"10/14/2022, 09:20:52"
3219,E_F_Dawn_Roma(4).png,E_F_Jennifer_Saunders.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,5dbb0562b1df1b110ead5bba,"10/14/2022, 09:20:52"
4162,E_F_Sarah_Millican(1).png,P_M_nigel_farage(5).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5dbb0562b1df1b110ead5bba,"10/14/2022, 09:20:52"
3454,E_M_Peter_Kay(3).png,P_F_Theresa_May(3).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5dbb0562b1df1b110ead5bba,"10/14/2022, 09:20:52"
2790,E_F_Jennifer_Saunders.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5dbb0562b1df1b110ead5bba,"10/14/2022, 09:20:52"
2306,E_M_Russell_Howard(10).png,P_M_Michael_Gove(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5dbb0562b1df1b110ead5bba,"10/14/2022, 09:20:52"
2626,E_M_Ewan_McGregor(3).png,E_M_Peter_Kay(3).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5dbb0562b1df1b110ead5bba,"10/14/2022, 09:20:52"
2711,E_M_Russell_Howard(10).png,P_M_jeremy_corbyn(2).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5dbb0562b1df1b110ead5bba,"10/14/2022, 09:20:52"
3008,E_M_Michael_McIntyr(8).png,E_M_Peter_Kay(3).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5dbb0562b1df1b110ead5bba,"10/14/2022, 09:20:52"
2675,E_M_Michael_McIntyr(8).png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5dbb0562b1df1b110ead5bba,"10/14/2022, 09:20:52"
2461,E_M_Michael_McIntyr(8).png,P_M_jeremy_corbyn(2).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5dbb0562b1df1b110ead5bba,"10/14/2022, 09:20:52"
3796,P_F_nicola_sturge(10).png,P_M_Sajid_Javid(4).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5dbb0562b1df1b110ead5bba,"10/14/2022, 09:20:52"
3735,E_F_Dawn_Roma(4).png,P_M_david_camer(14).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5dbb0562b1df1b110ead5bba,"10/14/2022, 09:20:52"
4004,E_M_Russell_Howard(10).png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5dbb0562b1df1b110ead5bba,"10/14/2022, 09:20:52"
4013,E_M_Michael_McIntyr(8).png,E_M_Simon_Pegg(8).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5dbb0562b1df1b110ead5bba,"10/14/2022, 09:20:52"
1995,P_M_david_camer(14).png,P_M_nigel_farage(5).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5dbb0562b1df1b110ead5bba,"10/14/2022, 09:20:52"
4554,E_M_Jimmy_Carr(5).png,P_M_Gordon_Brown(19).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5dbb0562b1df1b110ead5bba,"10/14/2022, 09:20:52"
2351,E_M_Simon_Pegg(8).png,P_M_nigel_farage(5).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5dbb0562b1df1b110ead5bba,"10/14/2022, 09:20:52"
7862,P_M_nigel_farage(5).png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5dbb0562b1df1b110ead5bba,"10/14/2022, 09:20:52"
3446,P_M_Gordon_Brown(19).png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5dbb0562b1df1b110ead5bba,"10/14/2022, 09:20:52"
2443,E_F_Julie_Walters(20).png,P_M_Sajid_Javid(4).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5dbb0562b1df1b110ead5bba,"10/14/2022, 09:20:52"
8833,P_F_nicola_sturge(10).png,P_M_nigel_farage(5).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5dbb0562b1df1b110ead5bba,"10/14/2022, 09:20:52"
3154,E_M_Ewan_McGregor(3).png,P_M_Gordon_Brown(19).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5dbb0562b1df1b110ead5bba,"10/14/2022, 09:20:52"
4703,E_F_Dawn_Roma(4).png,P_F_nicola_sturge(10).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5dbb0562b1df1b110ead5bba,"10/14/2022, 09:20:52"
2503,E_M_Jimmy_Carr(5).png,P_M_Michael_Gove(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5dbb0562b1df1b110ead5bba,"10/14/2022, 09:20:52"
7953,E_M_Ewan_McGregor(3).png,E_M_Russell_Howard(10).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5dbb0562b1df1b110ead5bba,"10/14/2022, 09:20:52"
2072,E_M_Ewan_McGregor(3).png,P_M_keir_starmer(6).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5dbb0562b1df1b110ead5bba,"10/14/2022, 09:20:52"
3855,E_M_Ewan_McGregor(3).png,E_M_Jimmy_Carr(5).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5dbb0562b1df1b110ead5bba,"10/14/2022, 09:20:52"
3389,E_M_Simon_Pegg(8).png,P_M_david_camer(14).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5dbb0562b1df1b110ead5bba,"10/14/2022, 09:20:52"
3894,P_M_jeremy_corbyn(2).png,P_M_Sajid_Javid(4).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5dbb0562b1df1b110ead5bba,"10/14/2022, 09:20:52"
2443,P_F_nicola_sturge(10).png,P_M_david_camer(14).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5dbb0562b1df1b110ead5bba,"10/14/2022, 09:20:52"
2885,E_M_Ewan_McGregor(3).png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5dbb0562b1df1b110ead5bba,"10/14/2022, 09:20:52"
3431,E_F_Dawn_Roma(4).png,P_M_Gordon_Brown(19).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5dbb0562b1df1b110ead5bba,"10/14/2022, 09:20:52"
2461,P_M_keir_starmer(6).png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5dbb0562b1df1b110ead5bba,"10/14/2022, 09:20:52"
13809,E_M_Michael_McIntyr(8).png,P_M_Michael_Gove(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5dbb0562b1df1b110ead5bba,"10/14/2022, 09:20:52"
5638,E_F_Jennifer_Saunders.png,P_M_Michael_Gove(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5dbb0562b1df1b110ead5bba,"10/14/2022, 09:20:52"
2407,P_M_keir_starmer(6).png,P_M_Michael_Gove(9).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5dbb0562b1df1b110ead5bba,"10/14/2022, 09:20:52"
3295,E_F_Dawn_Roma(4).png,E_M_Peter_Kay(3).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5dbb0562b1df1b110ead5bba,"10/14/2022, 09:20:52"
2730,E_M_Michael_McIntyr(8).png,P_F_Theresa_May(3).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5dbb0562b1df1b110ead5bba,"10/14/2022, 09:20:52"
3918,P_F_Theresa_May(3).png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5dbb0562b1df1b110ead5bba,"10/14/2022, 09:20:52"
18905,E_F_Jennifer_Saunders.png,E_M_Ewan_McGregor(3).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5dbb0562b1df1b110ead5bba,"10/14/2022, 09:20:52"
3245,E_F_Jennifer_Saunders.png,P_F_nicola_sturge(10).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5dbb0562b1df1b110ead5bba,"10/14/2022, 09:20:52"
3070,P_M_Sajid_Javid(4).png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5dbb0562b1df1b110ead5bba,"10/14/2022, 09:20:52"
2495,E_M_Russell_Howard(10).png,P_M_Sajid_Javid(4).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5dbb0562b1df1b110ead5bba,"10/14/2022, 09:20:52"
3179,E_M_Michael_McIntyr(8).png,P_M_Gordon_Brown(19).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5dbb0562b1df1b110ead5bba,"10/14/2022, 09:20:52"
5608,E_F_Jennifer_Saunders.png,P_M_Sajid_Javid(4).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5dbb0562b1df1b110ead5bba,"10/14/2022, 09:20:52"
2766,E_M_Russell_Howard(10).png,P_F_nicola_sturge(10).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5dbb0562b1df1b110ead5bba,"10/14/2022, 09:20:52"
6933,P_F_Theresa_May(3).png,P_M_nigel_farage(5).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5dbb0562b1df1b110ead5bba,"10/14/2022, 09:20:52"
8280,E_M_Ewan_McGregor(3).png,E_M_Simon_Pegg(8).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5dbb0562b1df1b110ead5bba,"10/14/2022, 09:20:52"
5741,E_F_Dawn_Roma(4).png,E_M_Michael_McIntyr(8).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5dbb0562b1df1b110ead5bba,"10/14/2022, 09:20:52"
9240,E_M_Ewan_McGregor(3).png,P_M_david_camer(14).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5dbb0562b1df1b110ead5bba,"10/14/2022, 09:20:52"
6773,E_F_Sarah_Millican(1).png,P_M_Michael_Gove(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5dbb0562b1df1b110ead5bba,"10/14/2022, 09:20:52"
5711,E_M_Michael_McIntyr(8).png,P_M_david_camer(14).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5dbb0562b1df1b110ead5bba,"10/14/2022, 09:20:52"
3828,E_M_Russell_Howard(10).png,P_M_Gordon_Brown(19).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5dbb0562b1df1b110ead5bba,"10/14/2022, 09:20:52"
4476,P_M_Michael_Gove(9).png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5dbb0562b1df1b110ead5bba,"10/14/2022, 09:20:52"
2689,E_F_Jennifer_Saunders.png,E_M_Russell_Howard(10).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5dbb0562b1df1b110ead5bba,"10/14/2022, 09:20:52"
2823,E_M_Jimmy_Carr(5).png,E_M_Simon_Pegg(8).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5dbb0562b1df1b110ead5bba,"10/14/2022, 09:20:52"
3097,P_M_keir_starmer(6).png,P_M_Sajid_Javid(4).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5dbb0562b1df1b110ead5bba,"10/14/2022, 09:20:52"
2469,P_F_Theresa_May(3).png,P_M_keir_starmer(6).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5dbb0562b1df1b110ead5bba,"10/14/2022, 09:20:52"
4605,E_F_Julie_Walters(20).png,P_F_nicola_sturge(10).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5dbb0562b1df1b110ead5bba,"10/14/2022, 09:20:52"
1973,E_M_Jimmy_Carr(5).png,E_M_Peter_Kay(3).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5dbb0562b1df1b110ead5bba,"10/14/2022, 09:20:52"
3325,E_M_Ewan_McGregor(3).png,P_F_nicola_sturge(10).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5dbb0562b1df1b110ead5bba,"10/14/2022, 09:20:52"
3079,E_F_Sarah_Millican(1).png,P_F_Theresa_May(3).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5dbb0562b1df1b110ead5bba,"10/14/2022, 09:20:52"
2120,E_F_Jennifer_Saunders.png,P_M_nigel_farage(5).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5dbb0562b1df1b110ead5bba,"10/14/2022, 09:20:52"
file,isFamiliar,5dbb0562b1df1b110ead5bba,"10/14/2022, 09:20:52"
P_M_david_camer(14).png,1,5dbb0562b1df1b110ead5bba,"10/14/2022, 09:20:52"
E_M_Jimmy_Carr(5).png,1,5dbb0562b1df1b110ead5bba,"10/14/2022, 09:20:52"
E_M_Michael_McIntyr(8).png,1,5dbb0562b1df1b110ead5bba,"10/14/2022, 09:20:52"
E_F_Julie_Walters(20).png,1,5dbb0562b1df1b110ead5bba,"10/14/2022, 09:20:52"
P_M_keir_starmer(6).png,1,5dbb0562b1df1b110ead5bba,"10/14/2022, 09:20:52"
P_M_Michael_Gove(9).png,1,5dbb0562b1df1b110ead5bba,"10/14/2022, 09:20:52"
E_F_Sarah_Millican(1).png,1,5dbb0562b1df1b110ead5bba,"10/14/2022, 09:20:52"
E_M_Russell_Howard(10).png,1,5dbb0562b1df1b110ead5bba,"10/14/2022, 09:20:52"
E_M_Ewan_McGregor(3).png,1,5dbb0562b1df1b110ead5bba,"10/14/2022, 09:20:52"
P_M_jeremy_corbyn(2).png,1,5dbb0562b1df1b110ead5bba,"10/14/2022, 09:20:52"
E_M_Peter_Kay(3).png,1,5dbb0562b1df1b110ead5bba,"10/14/2022, 09:20:52"
E_M_Simon_Pegg(8).png,1,5dbb0562b1df1b110ead5bba,"10/14/2022, 09:20:52"
P_M_Tony_Blair.png,1,5dbb0562b1df1b110ead5bba,"10/14/2022, 09:20:52"
P_M_nigel_farage(5).png,1,5dbb0562b1df1b110ead5bba,"10/14/2022, 09:20:52"
E_F_Jennifer_Saunders.png,1,5dbb0562b1df1b110ead5bba,"10/14/2022, 09:20:52"
E_F_Dawn_Roma(4).png,1,5dbb0562b1df1b110ead5bba,"10/14/2022, 09:20:52"
P_M_Gordon_Brown(19).png,1,5dbb0562b1df1b110ead5bba,"10/14/2022, 09:20:52"
P_M_Sajid_Javid(4).png,1,5dbb0562b1df1b110ead5bba,"10/14/2022, 09:20:52"
P_F_nicola_sturge(10).png,1,5dbb0562b1df1b110ead5bba,"10/14/2022, 09:20:52"
P_F_Theresa_May(3).png,1,5dbb0562b1df1b110ead5bba,"10/14/2022, 09:20:52"
age: 35,gender: Female,handedness: right,5dbb0562b1df1b110ead5bba,"10/14/2022, 09:20:52"