RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5ea98f445ef6ee093f4f05ec,"10/27/2022, 13:16:11"
5090,P_M_keir_starmer(6).png,P_M_Michael_Gove(9).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5ea98f445ef6ee093f4f05ec,"10/27/2022, 13:16:11"
3744,E_M_Michael_McIntyr(8).png,E_M_Peter_Kay(3).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5ea98f445ef6ee093f4f05ec,"10/27/2022, 13:16:11"
3409,P_F_nicola_sturge(10).png,P_M_david_camer(14).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5ea98f445ef6ee093f4f05ec,"10/27/2022, 13:16:11"
3491,P_M_Gordon_Brown(19).png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5ea98f445ef6ee093f4f05ec,"10/27/2022, 13:16:11"
4608,E_F_Jennifer_Saunders.png,P_M_Gordon_Brown(19).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5ea98f445ef6ee093f4f05ec,"10/27/2022, 13:16:11"
3129,P_M_keir_starmer(6).png,P_M_Sajid_Javid(4).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5ea98f445ef6ee093f4f05ec,"10/27/2022, 13:16:11"
5654,E_F_Julie_Walters(20).png,P_F_nicola_sturge(10).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5ea98f445ef6ee093f4f05ec,"10/27/2022, 13:16:11"
4687,E_F_Dawn_Roma(4).png,P_F_Theresa_May(3).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5ea98f445ef6ee093f4f05ec,"10/27/2022, 13:16:11"
5149,P_M_jeremy_corbyn(2).png,P_M_nigel_farage(5).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5ea98f445ef6ee093f4f05ec,"10/27/2022, 13:16:11"
3424,E_M_Michael_McIntyr(8).png,P_M_Gordon_Brown(19).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5ea98f445ef6ee093f4f05ec,"10/27/2022, 13:16:11"
5016,E_M_Ewan_McGregor(3).png,P_M_Gordon_Brown(19).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5ea98f445ef6ee093f4f05ec,"10/27/2022, 13:16:11"
3214,E_F_Julie_Walters(20).png,E_F_Sarah_Millican(1).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,5ea98f445ef6ee093f4f05ec,"10/27/2022, 13:16:11"
4350,E_M_Peter_Kay(3).png,P_M_nigel_farage(5).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5ea98f445ef6ee093f4f05ec,"10/27/2022, 13:16:11"
4766,P_M_keir_starmer(6).png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5ea98f445ef6ee093f4f05ec,"10/27/2022, 13:16:11"
4150,E_M_Jimmy_Carr(5).png,P_M_jeremy_corbyn(2).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5ea98f445ef6ee093f4f05ec,"10/27/2022, 13:16:11"
4605,E_F_Dawn_Roma(4).png,E_M_Ewan_McGregor(3).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5ea98f445ef6ee093f4f05ec,"10/27/2022, 13:16:11"
2505,E_M_Michael_McIntyr(8).png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5ea98f445ef6ee093f4f05ec,"10/27/2022, 13:16:11"
4731,E_F_Jennifer_Saunders.png,E_M_Michael_McIntyr(8).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5ea98f445ef6ee093f4f05ec,"10/27/2022, 13:16:11"
2496,E_M_Simon_Pegg(8).png,P_M_Gordon_Brown(19).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5ea98f445ef6ee093f4f05ec,"10/27/2022, 13:16:11"
2980,E_M_Russell_Howard(10).png,P_M_david_camer(14).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5ea98f445ef6ee093f4f05ec,"10/27/2022, 13:16:11"
2844,P_M_Sajid_Javid(4).png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5ea98f445ef6ee093f4f05ec,"10/27/2022, 13:16:11"
4533,P_M_Michael_Gove(9).png,P_M_nigel_farage(5).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5ea98f445ef6ee093f4f05ec,"10/27/2022, 13:16:11"
3107,E_F_Sarah_Millican(1).png,P_M_david_camer(14).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5ea98f445ef6ee093f4f05ec,"10/27/2022, 13:16:11"
2564,E_M_Ewan_McGregor(3).png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5ea98f445ef6ee093f4f05ec,"10/27/2022, 13:16:11"
3416,E_M_Michael_McIntyr(8).png,P_M_Sajid_Javid(4).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5ea98f445ef6ee093f4f05ec,"10/27/2022, 13:16:11"
8928,E_F_Julie_Walters(20).png,P_M_Gordon_Brown(19).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5ea98f445ef6ee093f4f05ec,"10/27/2022, 13:16:11"
4209,E_M_Russell_Howard(10).png,P_M_nigel_farage(5).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5ea98f445ef6ee093f4f05ec,"10/27/2022, 13:16:11"
2757,P_M_nigel_farage(5).png,P_M_Sajid_Javid(4).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5ea98f445ef6ee093f4f05ec,"10/27/2022, 13:16:11"
3784,E_F_Jennifer_Saunders.png,E_M_Jimmy_Carr(5).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5ea98f445ef6ee093f4f05ec,"10/27/2022, 13:16:11"
3467,E_F_Jennifer_Saunders.png,P_M_keir_starmer(6).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5ea98f445ef6ee093f4f05ec,"10/27/2022, 13:16:11"
3301,E_F_Sarah_Millican(1).png,E_M_Russell_Howard(10).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5ea98f445ef6ee093f4f05ec,"10/27/2022, 13:16:11"
3598,P_F_Theresa_May(3).png,P_M_jeremy_corbyn(2).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5ea98f445ef6ee093f4f05ec,"10/27/2022, 13:16:11"
4344,E_M_Michael_McIntyr(8).png,P_F_Theresa_May(3).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5ea98f445ef6ee093f4f05ec,"10/27/2022, 13:16:11"
3551,E_M_Russell_Howard(10).png,P_M_keir_starmer(6).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5ea98f445ef6ee093f4f05ec,"10/27/2022, 13:16:11"
4899,E_F_Dawn_Roma(4).png,P_M_nigel_farage(5).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5ea98f445ef6ee093f4f05ec,"10/27/2022, 13:16:11"
5357,E_F_Sarah_Millican(1).png,E_M_Simon_Pegg(8).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5ea98f445ef6ee093f4f05ec,"10/27/2022, 13:16:11"
3342,E_M_Jimmy_Carr(5).png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5ea98f445ef6ee093f4f05ec,"10/27/2022, 13:16:11"
3140,P_M_Michael_Gove(9).png,P_M_Sajid_Javid(4).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5ea98f445ef6ee093f4f05ec,"10/27/2022, 13:16:11"
3715,E_F_Jennifer_Saunders.png,P_M_david_camer(14).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5ea98f445ef6ee093f4f05ec,"10/27/2022, 13:16:11"
3545,E_F_Sarah_Millican(1).png,P_F_Theresa_May(3).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5ea98f445ef6ee093f4f05ec,"10/27/2022, 13:16:11"
1933,E_M_Russell_Howard(10).png,P_M_Sajid_Javid(4).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5ea98f445ef6ee093f4f05ec,"10/27/2022, 13:16:11"
3168,E_F_Dawn_Roma(4).png,E_F_Sarah_Millican(1).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,5ea98f445ef6ee093f4f05ec,"10/27/2022, 13:16:11"
3544,E_M_Simon_Pegg(8).png,P_M_nigel_farage(5).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5ea98f445ef6ee093f4f05ec,"10/27/2022, 13:16:11"
4571,P_F_Theresa_May(3).png,P_M_david_camer(14).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5ea98f445ef6ee093f4f05ec,"10/27/2022, 13:16:11"
5397,E_F_Jennifer_Saunders.png,E_F_Julie_Walters(20).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5ea98f445ef6ee093f4f05ec,"10/27/2022, 13:16:11"
2690,E_M_Russell_Howard(10).png,P_M_Gordon_Brown(19).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5ea98f445ef6ee093f4f05ec,"10/27/2022, 13:16:11"
5747,E_F_Jennifer_Saunders.png,E_M_Simon_Pegg(8).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5ea98f445ef6ee093f4f05ec,"10/27/2022, 13:16:11"
4121,E_F_Dawn_Roma(4).png,E_M_Russell_Howard(10).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5ea98f445ef6ee093f4f05ec,"10/27/2022, 13:16:11"
13992,E_M_Peter_Kay(3).png,P_M_keir_starmer(6).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5ea98f445ef6ee093f4f05ec,"10/27/2022, 13:16:11"
7928,E_F_Sarah_Millican(1).png,E_M_Michael_McIntyr(8).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5ea98f445ef6ee093f4f05ec,"10/27/2022, 13:16:11"
3766,E_M_Russell_Howard(10).png,P_F_nicola_sturge(10).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5ea98f445ef6ee093f4f05ec,"10/27/2022, 13:16:11"
3623,E_F_Dawn_Roma(4).png,P_M_david_camer(14).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5ea98f445ef6ee093f4f05ec,"10/27/2022, 13:16:11"
3486,E_M_Ewan_McGregor(3).png,E_M_Simon_Pegg(8).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5ea98f445ef6ee093f4f05ec,"10/27/2022, 13:16:11"
3265,E_M_Jimmy_Carr(5).png,P_M_david_camer(14).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5ea98f445ef6ee093f4f05ec,"10/27/2022, 13:16:11"
4676,E_F_Julie_Walters(20).png,P_M_david_camer(14).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5ea98f445ef6ee093f4f05ec,"10/27/2022, 13:16:11"
2950,E_M_Ewan_McGregor(3).png,P_F_nicola_sturge(10).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5ea98f445ef6ee093f4f05ec,"10/27/2022, 13:16:11"
8184,E_F_Sarah_Millican(1).png,P_M_Michael_Gove(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5ea98f445ef6ee093f4f05ec,"10/27/2022, 13:16:11"
3409,P_M_jeremy_corbyn(2).png,P_M_Sajid_Javid(4).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5ea98f445ef6ee093f4f05ec,"10/27/2022, 13:16:11"
3859,E_M_Jimmy_Carr(5).png,E_M_Peter_Kay(3).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5ea98f445ef6ee093f4f05ec,"10/27/2022, 13:16:11"
4918,E_M_Simon_Pegg(8).png,P_F_nicola_sturge(10).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5ea98f445ef6ee093f4f05ec,"10/27/2022, 13:16:11"
3205,E_F_Julie_Walters(20).png,P_M_keir_starmer(6).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5ea98f445ef6ee093f4f05ec,"10/27/2022, 13:16:11"
2975,E_M_Russell_Howard(10).png,E_M_Simon_Pegg(8).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5ea98f445ef6ee093f4f05ec,"10/27/2022, 13:16:11"
11067,E_F_Dawn_Roma(4).png,E_M_Jimmy_Carr(5).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5ea98f445ef6ee093f4f05ec,"10/27/2022, 13:16:11"
3906,E_M_Michael_McIntyr(8).png,P_M_nigel_farage(5).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5ea98f445ef6ee093f4f05ec,"10/27/2022, 13:16:11"
3111,E_M_Peter_Kay(3).png,P_M_Michael_Gove(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5ea98f445ef6ee093f4f05ec,"10/27/2022, 13:16:11"
3453,P_M_david_camer(14).png,P_M_Michael_Gove(9).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5ea98f445ef6ee093f4f05ec,"10/27/2022, 13:16:11"
3380,E_F_Jennifer_Saunders.png,P_M_nigel_farage(5).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5ea98f445ef6ee093f4f05ec,"10/27/2022, 13:16:11"
4671,E_F_Julie_Walters(20).png,E_M_Simon_Pegg(8).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5ea98f445ef6ee093f4f05ec,"10/27/2022, 13:16:11"
3350,E_F_Jennifer_Saunders.png,P_M_jeremy_corbyn(2).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5ea98f445ef6ee093f4f05ec,"10/27/2022, 13:16:11"
3464,P_F_nicola_sturge(10).png,P_M_keir_starmer(6).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5ea98f445ef6ee093f4f05ec,"10/27/2022, 13:16:11"
3031,E_F_Julie_Walters(20).png,P_M_Michael_Gove(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5ea98f445ef6ee093f4f05ec,"10/27/2022, 13:16:11"
6629,E_M_Ewan_McGregor(3).png,P_M_keir_starmer(6).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5ea98f445ef6ee093f4f05ec,"10/27/2022, 13:16:11"
5394,P_M_david_camer(14).png,P_M_keir_starmer(6).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5ea98f445ef6ee093f4f05ec,"10/27/2022, 13:16:11"
2525,P_M_Gordon_Brown(19).png,P_M_Sajid_Javid(4).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5ea98f445ef6ee093f4f05ec,"10/27/2022, 13:16:11"
3185,E_M_Ewan_McGregor(3).png,P_M_david_camer(14).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5ea98f445ef6ee093f4f05ec,"10/27/2022, 13:16:11"
3046,E_M_Jimmy_Carr(5).png,P_M_Sajid_Javid(4).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5ea98f445ef6ee093f4f05ec,"10/27/2022, 13:16:11"
4200,P_M_david_camer(14).png,P_M_Sajid_Javid(4).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5ea98f445ef6ee093f4f05ec,"10/27/2022, 13:16:11"
4142,E_M_Russell_Howard(10).png,P_F_Theresa_May(3).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5ea98f445ef6ee093f4f05ec,"10/27/2022, 13:16:11"
2733,P_M_david_camer(14).png,P_M_jeremy_corbyn(2).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5ea98f445ef6ee093f4f05ec,"10/27/2022, 13:16:11"
6195,E_M_Peter_Kay(3).png,P_F_nicola_sturge(10).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5ea98f445ef6ee093f4f05ec,"10/27/2022, 13:16:11"
3879,E_M_Peter_Kay(3).png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5ea98f445ef6ee093f4f05ec,"10/27/2022, 13:16:11"
4857,P_M_david_camer(14).png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5ea98f445ef6ee093f4f05ec,"10/27/2022, 13:16:11"
3813,P_F_Theresa_May(3).png,P_M_nigel_farage(5).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5ea98f445ef6ee093f4f05ec,"10/27/2022, 13:16:11"
3410,E_F_Sarah_Millican(1).png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5ea98f445ef6ee093f4f05ec,"10/27/2022, 13:16:11"
2102,E_F_Sarah_Millican(1).png,P_M_Gordon_Brown(19).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5ea98f445ef6ee093f4f05ec,"10/27/2022, 13:16:11"
4118,P_M_nigel_farage(5).png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5ea98f445ef6ee093f4f05ec,"10/27/2022, 13:16:11"
4223,E_M_Michael_McIntyr(8).png,E_M_Russell_Howard(10).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5ea98f445ef6ee093f4f05ec,"10/27/2022, 13:16:11"
2477,E_M_Jimmy_Carr(5).png,P_M_Gordon_Brown(19).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5ea98f445ef6ee093f4f05ec,"10/27/2022, 13:16:11"
2656,P_F_nicola_sturge(10).png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5ea98f445ef6ee093f4f05ec,"10/27/2022, 13:16:11"
3577,E_M_Simon_Pegg(8).png,P_M_david_camer(14).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5ea98f445ef6ee093f4f05ec,"10/27/2022, 13:16:11"
3295,P_F_nicola_sturge(10).png,P_M_jeremy_corbyn(2).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5ea98f445ef6ee093f4f05ec,"10/27/2022, 13:16:11"
3275,P_F_Theresa_May(3).png,P_M_Gordon_Brown(19).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5ea98f445ef6ee093f4f05ec,"10/27/2022, 13:16:11"
3300,E_F_Julie_Walters(20).png,P_F_Theresa_May(3).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5ea98f445ef6ee093f4f05ec,"10/27/2022, 13:16:11"
6385,P_F_nicola_sturge(10).png,P_M_nigel_farage(5).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5ea98f445ef6ee093f4f05ec,"10/27/2022, 13:16:11"
3276,P_F_Theresa_May(3).png,P_M_Sajid_Javid(4).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5ea98f445ef6ee093f4f05ec,"10/27/2022, 13:16:11"
2728,E_M_Ewan_McGregor(3).png,P_M_Michael_Gove(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5ea98f445ef6ee093f4f05ec,"10/27/2022, 13:16:11"
4142,E_M_Peter_Kay(3).png,P_F_Theresa_May(3).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5ea98f445ef6ee093f4f05ec,"10/27/2022, 13:16:11"
4322,E_M_Simon_Pegg(8).png,P_M_Sajid_Javid(4).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5ea98f445ef6ee093f4f05ec,"10/27/2022, 13:16:11"
5278,E_F_Sarah_Millican(1).png,E_M_Ewan_McGregor(3).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5ea98f445ef6ee093f4f05ec,"10/27/2022, 13:16:11"
