RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,6106c0aecdc0c01341f2bf2d,"10/27/2022, 13:19:03"
5036,E_M_Russell_Howard(10).png,P_M_david_camer(14).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,6106c0aecdc0c01341f2bf2d,"10/27/2022, 13:19:03"
3575,E_M_Simon_Pegg(8).png,P_M_david_camer(14).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,6106c0aecdc0c01341f2bf2d,"10/27/2022, 13:19:03"
3654,E_M_Michael_McIntyr(8).png,P_F_Theresa_May(3).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,6106c0aecdc0c01341f2bf2d,"10/27/2022, 13:19:03"
4088,E_M_Peter_Kay(3).png,P_F_nicola_sturge(10).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,6106c0aecdc0c01341f2bf2d,"10/27/2022, 13:19:03"
3285,P_M_Sajid_Javid(4).png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,6106c0aecdc0c01341f2bf2d,"10/27/2022, 13:19:03"
4788,E_F_Jennifer_Saunders.png,P_M_Michael_Gove(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,6106c0aecdc0c01341f2bf2d,"10/27/2022, 13:19:03"
3175,E_M_Ewan_McGregor(3).png,P_M_nigel_farage(5).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,6106c0aecdc0c01341f2bf2d,"10/27/2022, 13:19:03"
2962,E_M_Russell_Howard(10).png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,6106c0aecdc0c01341f2bf2d,"10/27/2022, 13:19:03"
2893,E_F_Dawn_Roma(4).png,P_M_Michael_Gove(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,6106c0aecdc0c01341f2bf2d,"10/27/2022, 13:19:03"
2600,E_M_Ewan_McGregor(3).png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,6106c0aecdc0c01341f2bf2d,"10/27/2022, 13:19:03"
2999,E_M_Michael_McIntyr(8).png,P_M_jeremy_corbyn(2).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,6106c0aecdc0c01341f2bf2d,"10/27/2022, 13:19:03"
2005,E_F_Jennifer_Saunders.png,E_F_Sarah_Millican(1).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,6106c0aecdc0c01341f2bf2d,"10/27/2022, 13:19:03"
3544,E_M_Ewan_McGregor(3).png,E_M_Russell_Howard(10).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,6106c0aecdc0c01341f2bf2d,"10/27/2022, 13:19:03"
2372,E_M_Ewan_McGregor(3).png,P_M_jeremy_corbyn(2).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,6106c0aecdc0c01341f2bf2d,"10/27/2022, 13:19:03"
3549,P_M_keir_starmer(6).png,P_M_Sajid_Javid(4).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,6106c0aecdc0c01341f2bf2d,"10/27/2022, 13:19:03"
3190,P_F_Theresa_May(3).png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,6106c0aecdc0c01341f2bf2d,"10/27/2022, 13:19:03"
4824,E_F_Sarah_Millican(1).png,E_M_Simon_Pegg(8).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,6106c0aecdc0c01341f2bf2d,"10/27/2022, 13:19:03"
2119,E_F_Dawn_Roma(4).png,P_M_jeremy_corbyn(2).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,6106c0aecdc0c01341f2bf2d,"10/27/2022, 13:19:03"
2246,P_F_nicola_sturge(10).png,P_F_Theresa_May(3).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,6,6106c0aecdc0c01341f2bf2d,"10/27/2022, 13:19:03"
1917,E_M_Peter_Kay(3).png,E_M_Russell_Howard(10).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,6106c0aecdc0c01341f2bf2d,"10/27/2022, 13:19:03"
1937,E_F_Sarah_Millican(1).png,E_M_Ewan_McGregor(3).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,6106c0aecdc0c01341f2bf2d,"10/27/2022, 13:19:03"
2494,E_F_Julie_Walters(20).png,E_M_Ewan_McGregor(3).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,6106c0aecdc0c01341f2bf2d,"10/27/2022, 13:19:03"
3539,E_F_Julie_Walters(20).png,P_F_nicola_sturge(10).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,6106c0aecdc0c01341f2bf2d,"10/27/2022, 13:19:03"
2873,E_F_Jennifer_Saunders.png,P_M_jeremy_corbyn(2).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,6106c0aecdc0c01341f2bf2d,"10/27/2022, 13:19:03"
2192,E_M_Michael_McIntyr(8).png,P_M_Sajid_Javid(4).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,6106c0aecdc0c01341f2bf2d,"10/27/2022, 13:19:03"
3333,P_M_jeremy_corbyn(2).png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,6106c0aecdc0c01341f2bf2d,"10/27/2022, 13:19:03"
1732,E_M_Russell_Howard(10).png,E_M_Simon_Pegg(8).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,6106c0aecdc0c01341f2bf2d,"10/27/2022, 13:19:03"
2128,E_F_Julie_Walters(20).png,P_M_david_camer(14).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,6106c0aecdc0c01341f2bf2d,"10/27/2022, 13:19:03"
4031,E_F_Dawn_Roma(4).png,P_F_nicola_sturge(10).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,6106c0aecdc0c01341f2bf2d,"10/27/2022, 13:19:03"
2218,P_F_Theresa_May(3).png,P_M_jeremy_corbyn(2).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,6106c0aecdc0c01341f2bf2d,"10/27/2022, 13:19:03"
8287,E_M_Peter_Kay(3).png,P_M_Gordon_Brown(19).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,6106c0aecdc0c01341f2bf2d,"10/27/2022, 13:19:03"
2607,E_M_Ewan_McGregor(3).png,P_M_Gordon_Brown(19).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,6106c0aecdc0c01341f2bf2d,"10/27/2022, 13:19:03"
2324,E_M_Peter_Kay(3).png,P_F_Theresa_May(3).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,6106c0aecdc0c01341f2bf2d,"10/27/2022, 13:19:03"
4026,E_F_Dawn_Roma(4).png,E_M_Michael_McIntyr(8).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,6106c0aecdc0c01341f2bf2d,"10/27/2022, 13:19:03"
5572,E_M_Russell_Howard(10).png,P_M_Gordon_Brown(19).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,6106c0aecdc0c01341f2bf2d,"10/27/2022, 13:19:03"
3156,P_M_jeremy_corbyn(2).png,P_M_Sajid_Javid(4).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,6106c0aecdc0c01341f2bf2d,"10/27/2022, 13:19:03"
2454,E_F_Sarah_Millican(1).png,P_M_Sajid_Javid(4).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,6106c0aecdc0c01341f2bf2d,"10/27/2022, 13:19:03"
3719,E_F_Sarah_Millican(1).png,P_M_keir_starmer(6).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,6106c0aecdc0c01341f2bf2d,"10/27/2022, 13:19:03"
10187,E_F_Sarah_Millican(1).png,P_M_nigel_farage(5).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,6106c0aecdc0c01341f2bf2d,"10/27/2022, 13:19:03"
2934,E_F_Julie_Walters(20).png,E_M_Simon_Pegg(8).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,6106c0aecdc0c01341f2bf2d,"10/27/2022, 13:19:03"
4471,P_M_Gordon_Brown(19).png,P_M_Sajid_Javid(4).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,6106c0aecdc0c01341f2bf2d,"10/27/2022, 13:19:03"
1746,E_M_Ewan_McGregor(3).png,E_M_Peter_Kay(3).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,6106c0aecdc0c01341f2bf2d,"10/27/2022, 13:19:03"
1498,E_F_Sarah_Millican(1).png,P_M_david_camer(14).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,6106c0aecdc0c01341f2bf2d,"10/27/2022, 13:19:03"
2173,E_F_Jennifer_Saunders.png,E_M_Russell_Howard(10).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,6106c0aecdc0c01341f2bf2d,"10/27/2022, 13:19:03"
1698,E_F_Julie_Walters(20).png,P_M_nigel_farage(5).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,6106c0aecdc0c01341f2bf2d,"10/27/2022, 13:19:03"
2029,E_F_Dawn_Roma(4).png,E_F_Julie_Walters(20).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,6106c0aecdc0c01341f2bf2d,"10/27/2022, 13:19:03"
2307,E_F_Jennifer_Saunders.png,P_F_nicola_sturge(10).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,6106c0aecdc0c01341f2bf2d,"10/27/2022, 13:19:03"
2861,P_M_jeremy_corbyn(2).png,P_M_Michael_Gove(9).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,6106c0aecdc0c01341f2bf2d,"10/27/2022, 13:19:03"
2455,E_M_Simon_Pegg(8).png,P_F_Theresa_May(3).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,6106c0aecdc0c01341f2bf2d,"10/27/2022, 13:19:03"
2994,E_M_Simon_Pegg(8).png,P_M_keir_starmer(6).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,6106c0aecdc0c01341f2bf2d,"10/27/2022, 13:19:03"
1744,P_M_nigel_farage(5).png,P_M_Sajid_Javid(4).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,6106c0aecdc0c01341f2bf2d,"10/27/2022, 13:19:03"
3073,E_M_Michael_McIntyr(8).png,P_M_nigel_farage(5).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,6106c0aecdc0c01341f2bf2d,"10/27/2022, 13:19:03"
4271,E_F_Dawn_Roma(4).png,P_M_nigel_farage(5).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,6106c0aecdc0c01341f2bf2d,"10/27/2022, 13:19:03"
4617,E_F_Jennifer_Saunders.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,6106c0aecdc0c01341f2bf2d,"10/27/2022, 13:19:03"
11730,E_M_Simon_Pegg(8).png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,6106c0aecdc0c01341f2bf2d,"10/27/2022, 13:19:03"
2866,E_F_Sarah_Millican(1).png,P_M_Gordon_Brown(19).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,6106c0aecdc0c01341f2bf2d,"10/27/2022, 13:19:03"
2355,E_M_Peter_Kay(3).png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,6106c0aecdc0c01341f2bf2d,"10/27/2022, 13:19:03"
1749,P_M_Michael_Gove(9).png,P_M_Sajid_Javid(4).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,6106c0aecdc0c01341f2bf2d,"10/27/2022, 13:19:03"
2505,P_M_david_camer(14).png,P_M_Michael_Gove(9).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,6106c0aecdc0c01341f2bf2d,"10/27/2022, 13:19:03"
1645,E_M_Peter_Kay(3).png,P_M_jeremy_corbyn(2).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,6106c0aecdc0c01341f2bf2d,"10/27/2022, 13:19:03"
3069,E_F_Dawn_Roma(4).png,E_M_Russell_Howard(10).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,6106c0aecdc0c01341f2bf2d,"10/27/2022, 13:19:03"
2735,E_F_Dawn_Roma(4).png,E_M_Simon_Pegg(8).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,6106c0aecdc0c01341f2bf2d,"10/27/2022, 13:19:03"
1403,E_M_Ewan_McGregor(3).png,P_M_Sajid_Javid(4).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,6106c0aecdc0c01341f2bf2d,"10/27/2022, 13:19:03"
2255,E_F_Julie_Walters(20).png,E_M_Jimmy_Carr(5).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,6106c0aecdc0c01341f2bf2d,"10/27/2022, 13:19:03"
1480,E_M_Jimmy_Carr(5).png,P_F_Theresa_May(3).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,6106c0aecdc0c01341f2bf2d,"10/27/2022, 13:19:03"
1451,P_F_Theresa_May(3).png,P_M_david_camer(14).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,6106c0aecdc0c01341f2bf2d,"10/27/2022, 13:19:03"
7323,P_M_keir_starmer(6).png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,6106c0aecdc0c01341f2bf2d,"10/27/2022, 13:19:03"
2910,E_F_Sarah_Millican(1).png,E_M_Michael_McIntyr(8).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,6106c0aecdc0c01341f2bf2d,"10/27/2022, 13:19:03"
3537,E_M_Ewan_McGregor(3).png,P_F_Theresa_May(3).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,6106c0aecdc0c01341f2bf2d,"10/27/2022, 13:19:03"
2067,E_M_Simon_Pegg(8).png,P_M_jeremy_corbyn(2).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,6106c0aecdc0c01341f2bf2d,"10/27/2022, 13:19:03"
1653,E_M_Peter_Kay(3).png,P_M_david_camer(14).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,6106c0aecdc0c01341f2bf2d,"10/27/2022, 13:19:03"
1916,P_F_Theresa_May(3).png,P_M_keir_starmer(6).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,6106c0aecdc0c01341f2bf2d,"10/27/2022, 13:19:03"
2590,P_M_david_camer(14).png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,6106c0aecdc0c01341f2bf2d,"10/27/2022, 13:19:03"
3817,E_F_Sarah_Millican(1).png,E_M_Peter_Kay(3).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,6106c0aecdc0c01341f2bf2d,"10/27/2022, 13:19:03"
2151,P_F_nicola_sturge(10).png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,6106c0aecdc0c01341f2bf2d,"10/27/2022, 13:19:03"
2321,P_F_Theresa_May(3).png,P_M_nigel_farage(5).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,6106c0aecdc0c01341f2bf2d,"10/27/2022, 13:19:03"
2691,E_F_Julie_Walters(20).png,P_M_Michael_Gove(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,6106c0aecdc0c01341f2bf2d,"10/27/2022, 13:19:03"
1912,E_M_Ewan_McGregor(3).png,P_F_nicola_sturge(10).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,6106c0aecdc0c01341f2bf2d,"10/27/2022, 13:19:03"
2271,E_M_Jimmy_Carr(5).png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,6106c0aecdc0c01341f2bf2d,"10/27/2022, 13:19:03"
1785,E_F_Jennifer_Saunders.png,E_M_Ewan_McGregor(3).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,6106c0aecdc0c01341f2bf2d,"10/27/2022, 13:19:03"
1502,E_M_Jimmy_Carr(5).png,E_M_Simon_Pegg(8).png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,6106c0aecdc0c01341f2bf2d,"10/27/2022, 13:19:03"
2068,P_F_Theresa_May(3).png,P_M_Sajid_Javid(4).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,6106c0aecdc0c01341f2bf2d,"10/27/2022, 13:19:03"
3501,P_M_keir_starmer(6).png,P_M_nigel_farage(5).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,6106c0aecdc0c01341f2bf2d,"10/27/2022, 13:19:03"
1791,E_M_Russell_Howard(10).png,P_M_nigel_farage(5).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,6106c0aecdc0c01341f2bf2d,"10/27/2022, 13:19:03"
1204,P_F_nicola_sturge(10).png,P_M_nigel_farage(5).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,6106c0aecdc0c01341f2bf2d,"10/27/2022, 13:19:03"
2383,P_M_Gordon_Brown(19).png,P_M_nigel_farage(5).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,6106c0aecdc0c01341f2bf2d,"10/27/2022, 13:19:03"
2707,E_M_Jimmy_Carr(5).png,P_M_nigel_farage(5).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,6106c0aecdc0c01341f2bf2d,"10/27/2022, 13:19:03"
1537,E_M_Russell_Howard(10).png,P_F_nicola_sturge(10).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,6106c0aecdc0c01341f2bf2d,"10/27/2022, 13:19:03"
1633,P_M_Gordon_Brown(19).png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,6106c0aecdc0c01341f2bf2d,"10/27/2022, 13:19:03"
1496,E_M_Jimmy_Carr(5).png,P_M_Michael_Gove(9).png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,6106c0aecdc0c01341f2bf2d,"10/27/2022, 13:19:03"
1480,P_M_keir_starmer(6).png,P_M_Michael_Gove(9).png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,6106c0aecdc0c01341f2bf2d,"10/27/2022, 13:19:03"
file,isFamiliar,6106c0aecdc0c01341f2bf2d,"10/27/2022, 13:19:03"
P_M_nigel_farage(5).png,0,6106c0aecdc0c01341f2bf2d,"10/27/2022, 13:19:03"
E_M_Michael_McIntyr(8).png,0,6106c0aecdc0c01341f2bf2d,"10/27/2022, 13:19:03"
P_M_Tony_Blair.png,1,6106c0aecdc0c01341f2bf2d,"10/27/2022, 13:19:03"
P_M_Gordon_Brown(19).png,0,6106c0aecdc0c01341f2bf2d,"10/27/2022, 13:19:03"
E_F_Jennifer_Saunders.png,0,6106c0aecdc0c01341f2bf2d,"10/27/2022, 13:19:03"
P_M_Sajid_Javid(4).png,0,6106c0aecdc0c01341f2bf2d,"10/27/2022, 13:19:03"
E_M_Peter_Kay(3).png,0,6106c0aecdc0c01341f2bf2d,"10/27/2022, 13:19:03"
P_M_keir_starmer(6).png,0,6106c0aecdc0c01341f2bf2d,"10/27/2022, 13:19:03"
E_M_Russell_Howard(10).png,1,6106c0aecdc0c01341f2bf2d,"10/27/2022, 13:19:03"
E_M_Jimmy_Carr(5).png,1,6106c0aecdc0c01341f2bf2d,"10/27/2022, 13:19:03"
E_M_Simon_Pegg(8).png,1,6106c0aecdc0c01341f2bf2d,"10/27/2022, 13:19:03"
E_F_Julie_Walters(20).png,1,6106c0aecdc0c01341f2bf2d,"10/27/2022, 13:19:03"
E_F_Sarah_Millican(1).png,0,6106c0aecdc0c01341f2bf2d,"10/27/2022, 13:19:03"
P_F_nicola_sturge(10).png,0,6106c0aecdc0c01341f2bf2d,"10/27/2022, 13:19:03"
P_M_david_camer(14).png,0,6106c0aecdc0c01341f2bf2d,"10/27/2022, 13:19:03"
P_M_Michael_Gove(9).png,0,6106c0aecdc0c01341f2bf2d,"10/27/2022, 13:19:03"
E_M_Ewan_McGregor(3).png,1,6106c0aecdc0c01341f2bf2d,"10/27/2022, 13:19:03"
E_F_Dawn_Roma(4).png,0,6106c0aecdc0c01341f2bf2d,"10/27/2022, 13:19:03"
P_M_jeremy_corbyn(2).png,0,6106c0aecdc0c01341f2bf2d,"10/27/2022, 13:19:03"
P_F_Theresa_May(3).png,0,6106c0aecdc0c01341f2bf2d,"10/27/2022, 13:19:03"
age: 34,gender: Female,handedness: right,6106c0aecdc0c01341f2bf2d,"10/27/2022, 13:19:03"