RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
3319,E_M_Hugh_Grant.png,E_M_robert_de_niro.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
3047,E_F_jennifer_aniston.png,E_F_Judi_Dench.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
3982,P_F_hillary_clinton.png,P_F_nicola_sturgeon.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,6,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
3071,E_F_keira_knightley.png,E_M_robert_de_niro.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
4646,E_M_Hugh_Grant.png,P_F_tehresy_may.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
4887,E_M_Hugh_Grant.png,E_M_michael_caine.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
2031,P_F_hillary_clinton.png,P_M_donald_trump.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
4623,E_M_nicolas_cage.png,P_M_donald_trump.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
3047,E_F_sandra_bullock.png,P_M_donald_trump.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
3534,E_M_tom_hankes.png,P_F_hillary_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
3159,E_F_jennifer_aniston.png,P_M_boris_johnson.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
3334,P_F_tehresy_may.png,P_M_david_cameron.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
3103,E_M_michael_caine.png,P_M_donald_trump.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
9326,P_M_boris_johnson.png,P_M_david_cameron.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
3597,E_F_angelina_jolie.png,P_M_david_cameron.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
4182,E_M_nicolas_cage.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
3679,E_F_jennifer_aniston.png,E_M_nicolas_cage.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
6774,E_F_sandra_bullock.png,P_F_nicola_sturgeon.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
3655,E_F_jennifer_aniston.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
12462,P_M_donald_trump.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
7535,E_M_tom_hankes.png,P_M_david_cameron.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
2062,P_F_hillary_clinton.png,P_M_david_cameron.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
5383,E_F_angelina_jolie.png,P_F_nicola_sturgeon.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
2471,E_F_angelina_jolie.png,E_F_Judi_Dench.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
1765,E_F_Kate_Winslet.png,E_M_nicolas_cage.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
4598,P_M_bill_clinton.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
4087,E_M_Hugh_Grant.png,P_M_donald_trump.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
6694,E_F_keira_knightley.png,P_M_david_cameron.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
2326,E_F_Kate_Winslet.png,P_M_david_cameron.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
2663,E_M_tom_hankes.png,P_M_donald_trump.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
5726,E_F_keira_knightley.png,E_M_Hugh_Grant.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
3214,P_M_boris_johnson.png,P_M_george_Wbush.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
2798,P_F_nicola_sturgeon.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
5030,E_F_sandra_bullock.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
3718,E_M_michael_caine.png,E_M_tom_hankes.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
4766,E_M_robert_de_niro.png,P_M_george_Wbush.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
4717,E_F_Kate_Winslet.png,E_F_sandra_bullock.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
13141,E_M_Hugh_Grant.png,P_M_bill_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
3182,E_M_nicolas_cage.png,P_M_bill_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
1839,E_F_keira_knightley.png,P_F_hillary_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
2175,E_M_Hugh_Grant.png,E_M_nicolas_cage.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
2527,E_F_keira_knightley.png,P_F_tehresy_may.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
4254,E_M_robert_de_niro.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
2326,E_F_keira_knightley.png,P_M_boris_johnson.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
3295,P_F_nicola_sturgeon.png,P_M_george_Wbush.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
5887,E_F_sandra_bullock.png,P_F_tehresy_may.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
8678,E_M_robert_de_niro.png,P_M_david_cameron.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
3262,P_M_george_Wbush.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
3366,E_F_angelina_jolie.png,P_M_bill_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
3214,E_F_Judi_Dench.png,P_M_george_Wbush.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
2639,E_F_keira_knightley.png,E_M_tom_hankes.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
3326,E_F_Kate_Winslet.png,P_M_bill_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
2639,P_F_hillary_clinton.png,P_M_boris_johnson.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
2694,E_F_Kate_Winslet.png,E_M_tom_hankes.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
3295,E_M_nicolas_cage.png,E_M_robert_de_niro.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
2631,E_F_Kate_Winslet.png,P_F_nicola_sturgeon.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
3862,E_M_robert_de_niro.png,P_M_donald_trump.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
5022,P_M_david_cameron.png,P_M_george_Wbush.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
4495,E_M_nicolas_cage.png,E_M_tom_hankes.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
5173,E_M_tom_hankes.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
4303,E_M_michael_caine.png,E_M_nicolas_cage.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
5118,E_M_tom_hankes.png,P_M_bill_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
2591,E_F_Judi_Dench.png,P_F_hillary_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
14078,E_M_robert_de_niro.png,E_M_tom_hankes.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
2167,E_M_nicolas_cage.png,P_F_nicola_sturgeon.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
6839,P_F_hillary_clinton.png,P_M_george_Wbush.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
2383,E_F_Judi_Dench.png,P_F_tehresy_may.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
1901,E_M_michael_caine.png,P_M_david_cameron.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
2751,E_M_nicolas_cage.png,P_M_david_cameron.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
2670,E_M_michael_caine.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
2678,P_F_tehresy_may.png,P_M_george_Wbush.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
2311,E_M_nicolas_cage.png,P_M_george_Wbush.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
2294,E_F_sandra_bullock.png,E_M_michael_caine.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
2006,E_F_sandra_bullock.png,P_M_bill_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
2183,E_F_Judi_Dench.png,P_M_david_cameron.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
2023,E_M_Hugh_Grant.png,P_F_hillary_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
4062,E_F_angelina_jolie.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
9590,E_F_Kate_Winslet.png,E_F_keira_knightley.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
6366,E_F_angelina_jolie.png,E_F_sandra_bullock.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
2926,P_M_david_cameron.png,P_M_donald_trump.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
3159,E_F_Kate_Winslet.png,E_M_Hugh_Grant.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
3702,E_F_jennifer_aniston.png,E_F_keira_knightley.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
2366,E_M_robert_de_niro.png,P_F_nicola_sturgeon.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
2127,E_F_sandra_bullock.png,P_M_boris_johnson.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
2375,E_M_Hugh_Grant.png,P_F_nicola_sturgeon.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
2271,E_F_Judi_Dench.png,E_M_nicolas_cage.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
3327,E_F_Kate_Winslet.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
3063,E_F_Kate_Winslet.png,E_M_robert_de_niro.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
3885,E_F_angelina_jolie.png,E_M_michael_caine.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
5775,E_F_jennifer_aniston.png,E_F_sandra_bullock.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,5,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
3959,E_F_angelina_jolie.png,E_M_Hugh_Grant.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
file,isFamiliar,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
E_M_tom_hankes.png,0,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
P_M_boris_johnson.png,0,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
P_M_george_Wbush.png,1,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
E_M_Hugh_Grant.png,1,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
P_F_nicola_sturgeon.png,1,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
P_M_bill_clinton.png,0,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
E_F_angelina_jolie.png,0,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
E_F_sandra_bullock.png,1,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
E_F_Judi_Dench.png,1,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
P_F_tehresy_may.png,0,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
E_M_robert_de_niro.png,1,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
E_M_nicolas_cage.png,0,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
P_M_david_cameron.png,0,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
E_F_keira_knightley.png,1,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
P_M_Tony_Blair.png,0,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
P_M_donald_trump.png,0,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
E_F_Kate_Winslet.png,0,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
E_M_michael_caine.png,0,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
P_F_hillary_clinton.png,0,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
E_F_jennifer_aniston.png,0,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"
age: 27,gender: Female,handedness: right,595fa59caa841c00018d7225,"05/06/2022, 10:54:19"