RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5e1b2dea8b90cb3502480bc9,"05/06/2022, 10:52:10"
4345,E_F_keira_knightley.png,P_M_david_cameron.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5e1b2dea8b90cb3502480bc9,"05/06/2022, 10:52:10"
4516,E_F_Judi_Dench.png,P_F_hillary_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5e1b2dea8b90cb3502480bc9,"05/06/2022, 10:52:10"
2981,E_M_Hugh_Grant.png,P_M_david_cameron.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5e1b2dea8b90cb3502480bc9,"05/06/2022, 10:52:10"
2806,E_F_keira_knightley.png,E_M_michael_caine.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5e1b2dea8b90cb3502480bc9,"05/06/2022, 10:52:10"
4022,E_M_tom_hankes.png,P_F_tehresy_may.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,5e1b2dea8b90cb3502480bc9,"05/06/2022, 10:52:10"
2635,E_F_sandra_bullock.png,E_M_michael_caine.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5e1b2dea8b90cb3502480bc9,"05/06/2022, 10:52:10"
4752,E_F_Kate_Winslet.png,E_M_nicolas_cage.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5e1b2dea8b90cb3502480bc9,"05/06/2022, 10:52:10"
3576,E_F_Kate_Winslet.png,P_M_boris_johnson.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5e1b2dea8b90cb3502480bc9,"05/06/2022, 10:52:10"
3994,P_M_donald_trump.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5e1b2dea8b90cb3502480bc9,"05/06/2022, 10:52:10"
3566,E_M_Hugh_Grant.png,E_M_robert_de_niro.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5e1b2dea8b90cb3502480bc9,"05/06/2022, 10:52:10"
3718,E_F_Judi_Dench.png,E_M_tom_hankes.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5e1b2dea8b90cb3502480bc9,"05/06/2022, 10:52:10"
3214,E_M_Hugh_Grant.png,P_F_hillary_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5e1b2dea8b90cb3502480bc9,"05/06/2022, 10:52:10"
3687,P_F_hillary_clinton.png,P_F_nicola_sturgeon.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,4,5e1b2dea8b90cb3502480bc9,"05/06/2022, 10:52:10"
3095,E_F_jennifer_aniston.png,E_M_tom_hankes.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5e1b2dea8b90cb3502480bc9,"05/06/2022, 10:52:10"
2478,E_M_Hugh_Grant.png,E_M_nicolas_cage.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5e1b2dea8b90cb3502480bc9,"05/06/2022, 10:52:10"
2928,P_M_bill_clinton.png,P_M_george_Wbush.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5e1b2dea8b90cb3502480bc9,"05/06/2022, 10:52:10"
3705,E_F_sandra_bullock.png,P_F_nicola_sturgeon.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5e1b2dea8b90cb3502480bc9,"05/06/2022, 10:52:10"
3302,P_F_nicola_sturgeon.png,P_M_david_cameron.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5e1b2dea8b90cb3502480bc9,"05/06/2022, 10:52:10"
2557,E_F_angelina_jolie.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5e1b2dea8b90cb3502480bc9,"05/06/2022, 10:52:10"
2987,E_F_angelina_jolie.png,E_M_nicolas_cage.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5e1b2dea8b90cb3502480bc9,"05/06/2022, 10:52:10"
3434,E_F_Judi_Dench.png,P_F_tehresy_may.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5e1b2dea8b90cb3502480bc9,"05/06/2022, 10:52:10"
4745,E_F_keira_knightley.png,P_F_nicola_sturgeon.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5e1b2dea8b90cb3502480bc9,"05/06/2022, 10:52:10"
3457,E_F_Kate_Winslet.png,P_F_hillary_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5e1b2dea8b90cb3502480bc9,"05/06/2022, 10:52:10"
4671,E_M_Hugh_Grant.png,P_F_nicola_sturgeon.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,5e1b2dea8b90cb3502480bc9,"05/06/2022, 10:52:10"
3799,P_M_boris_johnson.png,P_M_george_Wbush.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5e1b2dea8b90cb3502480bc9,"05/06/2022, 10:52:10"
2729,E_F_angelina_jolie.png,P_M_david_cameron.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5e1b2dea8b90cb3502480bc9,"05/06/2022, 10:52:10"
4148,P_F_hillary_clinton.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5e1b2dea8b90cb3502480bc9,"05/06/2022, 10:52:10"
4890,E_F_angelina_jolie.png,P_F_tehresy_may.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5e1b2dea8b90cb3502480bc9,"05/06/2022, 10:52:10"
3569,E_F_Kate_Winslet.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5e1b2dea8b90cb3502480bc9,"05/06/2022, 10:52:10"
3036,E_F_Kate_Winslet.png,P_F_nicola_sturgeon.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5e1b2dea8b90cb3502480bc9,"05/06/2022, 10:52:10"
3771,P_F_hillary_clinton.png,P_M_donald_trump.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5e1b2dea8b90cb3502480bc9,"05/06/2022, 10:52:10"
3223,P_F_hillary_clinton.png,P_M_david_cameron.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5e1b2dea8b90cb3502480bc9,"05/06/2022, 10:52:10"
3546,E_F_jennifer_aniston.png,P_M_george_Wbush.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5e1b2dea8b90cb3502480bc9,"05/06/2022, 10:52:10"
4179,E_F_Kate_Winslet.png,E_M_tom_hankes.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5e1b2dea8b90cb3502480bc9,"05/06/2022, 10:52:10"
2602,E_F_sandra_bullock.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5e1b2dea8b90cb3502480bc9,"05/06/2022, 10:52:10"
3633,P_M_bill_clinton.png,P_M_donald_trump.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5e1b2dea8b90cb3502480bc9,"05/06/2022, 10:52:10"
4759,E_M_michael_caine.png,P_M_george_Wbush.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5e1b2dea8b90cb3502480bc9,"05/06/2022, 10:52:10"
3257,E_F_angelina_jolie.png,E_F_Judi_Dench.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,5e1b2dea8b90cb3502480bc9,"05/06/2022, 10:52:10"
2876,P_M_bill_clinton.png,P_M_Tony_Blair.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5e1b2dea8b90cb3502480bc9,"05/06/2022, 10:52:10"
3022,E_F_angelina_jolie.png,E_F_jennifer_aniston.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,5e1b2dea8b90cb3502480bc9,"05/06/2022, 10:52:10"
5525,E_F_sandra_bullock.png,E_M_tom_hankes.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5e1b2dea8b90cb3502480bc9,"05/06/2022, 10:52:10"
5088,E_F_angelina_jolie.png,P_M_donald_trump.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5e1b2dea8b90cb3502480bc9,"05/06/2022, 10:52:10"
3132,P_F_hillary_clinton.png,P_M_boris_johnson.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5e1b2dea8b90cb3502480bc9,"05/06/2022, 10:52:10"
3374,E_M_robert_de_niro.png,P_M_david_cameron.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5e1b2dea8b90cb3502480bc9,"05/06/2022, 10:52:10"
4664,P_M_bill_clinton.png,P_M_boris_johnson.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5e1b2dea8b90cb3502480bc9,"05/06/2022, 10:52:10"
3725,E_F_angelina_jolie.png,P_F_nicola_sturgeon.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5e1b2dea8b90cb3502480bc9,"05/06/2022, 10:52:10"
4232,E_F_angelina_jolie.png,E_F_Kate_Winslet.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,5e1b2dea8b90cb3502480bc9,"05/06/2022, 10:52:10"
5186,E_M_tom_hankes.png,P_M_donald_trump.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5e1b2dea8b90cb3502480bc9,"05/06/2022, 10:52:10"
4090,P_F_hillary_clinton.png,P_M_george_Wbush.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5e1b2dea8b90cb3502480bc9,"05/06/2022, 10:52:10"
4031,E_F_Kate_Winslet.png,P_M_donald_trump.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5e1b2dea8b90cb3502480bc9,"05/06/2022, 10:52:10"
3042,E_M_robert_de_niro.png,P_M_george_Wbush.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,2,5e1b2dea8b90cb3502480bc9,"05/06/2022, 10:52:10"
3348,E_M_nicolas_cage.png,E_M_tom_hankes.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5e1b2dea8b90cb3502480bc9,"05/06/2022, 10:52:10"
4773,E_F_Judi_Dench.png,P_M_Tony_Blair.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5e1b2dea8b90cb3502480bc9,"05/06/2022, 10:52:10"
3088,E_F_Kate_Winslet.png,P_M_bill_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5e1b2dea8b90cb3502480bc9,"05/06/2022, 10:52:10"
2941,E_F_jennifer_aniston.png,E_M_michael_caine.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5e1b2dea8b90cb3502480bc9,"05/06/2022, 10:52:10"
3304,P_F_nicola_sturgeon.png,P_M_bill_clinton.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5e1b2dea8b90cb3502480bc9,"05/06/2022, 10:52:10"
3695,E_M_michael_caine.png,P_M_boris_johnson.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5e1b2dea8b90cb3502480bc9,"05/06/2022, 10:52:10"
4308,E_F_Judi_Dench.png,E_M_robert_de_niro.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5e1b2dea8b90cb3502480bc9,"05/06/2022, 10:52:10"
2915,E_F_Judi_Dench.png,E_F_sandra_bullock.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,5e1b2dea8b90cb3502480bc9,"05/06/2022, 10:52:10"
2813,P_M_boris_johnson.png,P_M_david_cameron.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5e1b2dea8b90cb3502480bc9,"05/06/2022, 10:52:10"
3711,E_M_michael_caine.png,E_M_tom_hankes.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5e1b2dea8b90cb3502480bc9,"05/06/2022, 10:52:10"
3333,P_F_tehresy_may.png,P_M_boris_johnson.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5e1b2dea8b90cb3502480bc9,"05/06/2022, 10:52:10"
3270,E_M_nicolas_cage.png,P_F_tehresy_may.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5e1b2dea8b90cb3502480bc9,"05/06/2022, 10:52:10"
3138,E_M_Hugh_Grant.png,P_M_boris_johnson.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5e1b2dea8b90cb3502480bc9,"05/06/2022, 10:52:10"
3633,E_M_michael_caine.png,P_M_donald_trump.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5e1b2dea8b90cb3502480bc9,"05/06/2022, 10:52:10"
3208,E_M_nicolas_cage.png,E_M_robert_de_niro.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5e1b2dea8b90cb3502480bc9,"05/06/2022, 10:52:10"
3473,E_F_sandra_bullock.png,P_F_hillary_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5e1b2dea8b90cb3502480bc9,"05/06/2022, 10:52:10"
3128,E_F_sandra_bullock.png,P_M_boris_johnson.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5e1b2dea8b90cb3502480bc9,"05/06/2022, 10:52:10"
3129,E_M_michael_caine.png,P_F_nicola_sturgeon.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5e1b2dea8b90cb3502480bc9,"05/06/2022, 10:52:10"
4139,E_M_robert_de_niro.png,P_F_hillary_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5e1b2dea8b90cb3502480bc9,"05/06/2022, 10:52:10"
4176,E_F_keira_knightley.png,P_F_tehresy_may.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5e1b2dea8b90cb3502480bc9,"05/06/2022, 10:52:10"
3373,E_F_angelina_jolie.png,P_M_boris_johnson.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5e1b2dea8b90cb3502480bc9,"05/06/2022, 10:52:10"
4144,E_F_angelina_jolie.png,P_F_hillary_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5e1b2dea8b90cb3502480bc9,"05/06/2022, 10:52:10"
2978,P_M_david_cameron.png,P_M_george_Wbush.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5e1b2dea8b90cb3502480bc9,"05/06/2022, 10:52:10"
3412,E_F_jennifer_aniston.png,P_M_boris_johnson.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5e1b2dea8b90cb3502480bc9,"05/06/2022, 10:52:10"
3879,E_F_jennifer_aniston.png,E_F_Judi_Dench.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,5e1b2dea8b90cb3502480bc9,"05/06/2022, 10:52:10"
3132,E_M_nicolas_cage.png,P_M_boris_johnson.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5e1b2dea8b90cb3502480bc9,"05/06/2022, 10:52:10"
4127,E_M_tom_hankes.png,P_F_hillary_clinton.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,5e1b2dea8b90cb3502480bc9,"05/06/2022, 10:52:10"
3073,P_F_tehresy_may.png,P_M_bill_clinton.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5e1b2dea8b90cb3502480bc9,"05/06/2022, 10:52:10"
5621,E_F_jennifer_aniston.png,E_F_Kate_Winslet.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,5e1b2dea8b90cb3502480bc9,"05/06/2022, 10:52:10"
2805,E_M_tom_hankes.png,P_M_george_Wbush.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5e1b2dea8b90cb3502480bc9,"05/06/2022, 10:52:10"
2973,E_F_jennifer_aniston.png,E_M_nicolas_cage.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5e1b2dea8b90cb3502480bc9,"05/06/2022, 10:52:10"
2914,E_F_keira_knightley.png,E_F_sandra_bullock.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5e1b2dea8b90cb3502480bc9,"05/06/2022, 10:52:10"
4452,E_F_Judi_Dench.png,P_F_nicola_sturgeon.png,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5e1b2dea8b90cb3502480bc9,"05/06/2022, 10:52:10"
3383,E_F_sandra_bullock.png,E_M_nicolas_cage.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5e1b2dea8b90cb3502480bc9,"05/06/2022, 10:52:10"
2721,E_F_Judi_Dench.png,E_M_michael_caine.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5e1b2dea8b90cb3502480bc9,"05/06/2022, 10:52:10"
3689,E_F_jennifer_aniston.png,E_M_Hugh_Grant.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5e1b2dea8b90cb3502480bc9,"05/06/2022, 10:52:10"
3208,E_F_angelina_jolie.png,E_M_robert_de_niro.png,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5e1b2dea8b90cb3502480bc9,"05/06/2022, 10:52:10"
3464,P_M_david_cameron.png,P_M_donald_trump.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5e1b2dea8b90cb3502480bc9,"05/06/2022, 10:52:10"
4555,P_F_hillary_clinton.png,P_M_bill_clinton.png,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,2,5e1b2dea8b90cb3502480bc9,"05/06/2022, 10:52:10"
file,isFamiliar,5e1b2dea8b90cb3502480bc9,"05/06/2022, 10:52:10"
P_F_hillary_clinton.png,1,5e1b2dea8b90cb3502480bc9,"05/06/2022, 10:52:10"
E_F_sandra_bullock.png,1,5e1b2dea8b90cb3502480bc9,"05/06/2022, 10:52:10"
P_M_Tony_Blair.png,0,5e1b2dea8b90cb3502480bc9,"05/06/2022, 10:52:10"
P_F_tehresy_may.png,1,5e1b2dea8b90cb3502480bc9,"05/06/2022, 10:52:10"
E_M_robert_de_niro.png,1,5e1b2dea8b90cb3502480bc9,"05/06/2022, 10:52:10"
P_M_bill_clinton.png,1,5e1b2dea8b90cb3502480bc9,"05/06/2022, 10:52:10"
E_F_Judi_Dench.png,1,5e1b2dea8b90cb3502480bc9,"05/06/2022, 10:52:10"
E_M_nicolas_cage.png,0,5e1b2dea8b90cb3502480bc9,"05/06/2022, 10:52:10"
E_F_angelina_jolie.png,1,5e1b2dea8b90cb3502480bc9,"05/06/2022, 10:52:10"
P_M_george_Wbush.png,0,5e1b2dea8b90cb3502480bc9,"05/06/2022, 10:52:10"
E_F_keira_knightley.png,1,5e1b2dea8b90cb3502480bc9,"05/06/2022, 10:52:10"
E_M_tom_hankes.png,0,5e1b2dea8b90cb3502480bc9,"05/06/2022, 10:52:10"
P_M_donald_trump.png,0,5e1b2dea8b90cb3502480bc9,"05/06/2022, 10:52:10"
E_M_michael_caine.png,0,5e1b2dea8b90cb3502480bc9,"05/06/2022, 10:52:10"
P_F_nicola_sturgeon.png,1,5e1b2dea8b90cb3502480bc9,"05/06/2022, 10:52:10"
E_F_jennifer_aniston.png,1,5e1b2dea8b90cb3502480bc9,"05/06/2022, 10:52:10"
E_F_Kate_Winslet.png,1,5e1b2dea8b90cb3502480bc9,"05/06/2022, 10:52:10"
P_M_boris_johnson.png,1,5e1b2dea8b90cb3502480bc9,"05/06/2022, 10:52:10"
P_M_david_cameron.png,0,5e1b2dea8b90cb3502480bc9,"05/06/2022, 10:52:10"
E_M_Hugh_Grant.png,0,5e1b2dea8b90cb3502480bc9,"05/06/2022, 10:52:10"
age: 35,gender: Female,handedness: right,5e1b2dea8b90cb3502480bc9,"05/06/2022, 10:52:10"