RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
2180,E_F_Kate_Winslet.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
2670,E_F_keira_knightley.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
2480,E_F_jennifer_aniston.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
2071,E_M_liam_neeson.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
3599,P_F_angela_rayner.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
3167,E_F_Kate_Winslet.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
3067,P_M_bill_clinton.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
4177,E_F_Kate_Winslet.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
3347,P_M_bill_clinton.jpg,P_M_boris_johnson.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
2862,P_F_esther_mcvey.jpg,P_F_tehresy_may.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,3,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
5557,P_F_tehresy_may.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
5465,P_F_hillary_clinton.jpg,P_F_nicola_sturgeon.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,4,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
3475,E_F_keira_knightley.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,5,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
2967,E_M_liam_neeson.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
2750,E_F_sandra_bullock.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
2491,E_M_nicolas_cage.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
4337,E_F_angelina_jolie.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
3262,E_M_robert_de_niro.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
3471,P_M_george_Wbush.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
3726,E_F_angelina_jolie.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
4431,P_F_nicola_sturgeon.jpg,P_F_PRITI_PATEL.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,6,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
3176,E_F_angelina_jolie.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
3178,P_F_angela_rayner.jpg,P_F_esther_mcvey.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,5,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
4181,E_F_Judi_Dench.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
2659,P_F_tehresy_may.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
5368,E_F_Kate_Winslet.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
2984,E_F_keira_knightley.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
3265,E_F_Judi_Dench.jpg,E_M_nicolas_cage.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
3217,P_F_esther_mcvey.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,4,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
5011,E_F_angelina_jolie.jpg,E_M_liam_neeson.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
3040,P_F_nicola_sturgeon.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
3914,E_F_Judi_Dench.jpg,E_M_anthony_hopkins.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
2513,E_M_liam_neeson.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
5332,E_F_jennifer_aniston.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
2698,E_F_angelina_jolie.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
4397,E_M_michael_caine.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
3834,E_M_tom_hankes.jpg,P_M_Tony_Blair.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
4467,E_F_keira_knightley.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
4659,E_F_jennifer_aniston.jpg,E_F_keira_knightley.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
3577,P_M_boris_johnson.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
3162,E_F_angelina_jolie.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
2030,E_F_keira_knightley.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
3698,E_M_michael_caine.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
7582,E_F_Judi_Dench.jpg,E_F_Kate_Winslet.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
2309,E_F_sandra_bullock.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
4340,P_F_angela_rayner.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
3718,E_F_sandra_bullock.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
2036,E_M_Hugh_Grant.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
4212,E_M_liam_neeson.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
2982,E_F_Judi_Dench.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
2442,E_M_anthony_hopkins.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
3743,E_F_jennifer_aniston.jpg,E_F_Judi_Dench.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
3471,P_F_nicola_sturgeon.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
5025,E_M_nicolas_cage.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
3001,P_F_angela_rayner.jpg,P_F_PRITI_PATEL.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,6,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
2477,E_F_Kate_Winslet.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
2313,E_M_anthony_hopkins.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
3896,P_F_hillary_clinton.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
2016,P_F_nicola_sturgeon.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
2301,E_F_sandra_bullock.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
2000,E_F_angelina_jolie.jpg,P_M_boris_johnson.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
2296,E_M_liam_neeson.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
2350,P_F_hillary_clinton.jpg,P_M_donald_trump.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
2961,E_F_Kate_Winslet.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
2306,P_F_esther_mcvey.jpg,P_F_PRITI_PATEL.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,5,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
2755,E_M_michael_caine.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
1882,E_F_sandra_bullock.jpg,E_M_liam_neeson.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
2103,E_F_sandra_bullock.jpg,E_M_Martin_Freeman.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
3174,P_M_david_cameron.jpg,P_M_george_Wbush.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
4967,E_M_robert_de_niro.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
3805,P_F_angela_rayner.jpg,P_M_david_cameron.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
3033,E_F_sandra_bullock.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
2082,E_F_jennifer_aniston.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
2787,P_M_donald_trump.jpg,P_M_Tony_Blair.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
2796,E_F_angelina_jolie.jpg,E_F_Kate_Winslet.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
1948,E_F_keira_knightley.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
2947,E_F_keira_knightley.jpg,P_M_george_Wbush.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
3231,E_F_Kate_Winslet.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,5,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
4742,E_M_michael_caine.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
3362,E_M_anthony_hopkins.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
4709,E_F_Kate_Winslet.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
2132,E_F_Judi_Dench.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,5,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
3573,E_F_sandra_bullock.jpg,P_F_nicola_sturgeon.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
2902,E_M_robert_de_niro.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
3209,E_F_angelina_jolie.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
3502,E_F_Judi_Dench.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
2441,E_F_keira_knightley.jpg,E_M_Hugh_Grant.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
2115,E_M_Hugh_Grant.jpg,P_M_donald_trump.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
3404,E_M_nicolas_cage.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
2984,E_F_angelina_jolie.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
2886,E_F_sandra_bullock.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,3,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
1896,E_M_Hugh_Grant.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
2517,P_F_esther_mcvey.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,3,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
4970,E_M_Martin_Freeman.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,3,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
3596,E_F_sandra_bullock.jpg,P_F_hillary_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,2,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
3410,E_F_jennifer_aniston.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
2441,E_M_anthony_hopkins.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
3010,E_F_Kate_Winslet.jpg,E_M_robert_de_niro.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,2,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
1951,E_F_angelina_jolie.jpg,E_M_michael_caine.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
2732,E_M_Martin_Freeman.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
2664,E_F_Judi_Dench.jpg,P_F_esther_mcvey.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
1982,E_M_michael_caine.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
3028,E_F_Judi_Dench.jpg,P_F_PRITI_PATEL.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,6,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
2251,E_M_Martin_Freeman.jpg,P_M_bill_clinton.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
2848,E_F_Judi_Dench.jpg,E_F_sandra_bullock.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,6,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
1695,E_F_sandra_bullock.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
2048,E_F_jennifer_aniston.jpg,E_F_Kate_Winslet.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
2244,E_M_anthony_hopkins.jpg,P_F_angela_rayner.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
2246,E_M_michael_caine.jpg,E_M_tom_hankes.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,6,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
2317,E_F_sandra_bullock.jpg,P_M_david_cameron.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,3,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
2396,E_M_nicolas_cage.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
2462,E_F_keira_knightley.jpg,P_F_tehresy_may.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
2208,P_F_PRITI_PATEL.jpg,P_M_bill_clinton.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,5,5c3d19e75f5dca00019abdbd,"11/30/2021, 14:41:44"
