RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,61327d64b2aa927d577068da,"06/12/2022, 13:10:28"
6970,E_yanai.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,6,61327d64b2aa927d577068da,"06/12/2022, 13:10:28"
5038,E_harLev.jpg,E_shaniCo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,3,61327d64b2aa927d577068da,"06/12/2022, 13:10:28"
31746,E_rita.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,61327d64b2aa927d577068da,"06/12/2022, 13:10:28"
6381,E_ivri.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,61327d64b2aa927d577068da,"06/12/2022, 13:10:28"
48291,E_ornaBanai.jpg,E_shaharHasson.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,3,61327d64b2aa927d577068da,"06/12/2022, 13:10:28"
3022,E_alfi.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,3,61327d64b2aa927d577068da,"06/12/2022, 13:10:28"
4336,P_peretz.jpg,P_shaked.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,5,61327d64b2aa927d577068da,"06/12/2022, 13:10:28"
2843,E_moniMo.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,5,61327d64b2aa927d577068da,"06/12/2022, 13:10:28"
2827,E_tavori.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,61327d64b2aa927d577068da,"06/12/2022, 13:10:28"
3023,E_katorza.jpg,E_shaniCo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,3,61327d64b2aa927d577068da,"06/12/2022, 13:10:28"
3182,E_katorza.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,61327d64b2aa927d577068da,"06/12/2022, 13:10:28"
2454,E_alfi.jpg,E_tavori.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,6,61327d64b2aa927d577068da,"06/12/2022, 13:10:28"
4394,E_harLev.jpg,E_ornaBanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,3,61327d64b2aa927d577068da,"06/12/2022, 13:10:28"
3229,E_harLev.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,61327d64b2aa927d577068da,"06/12/2022, 13:10:28"
3952,E_alfi.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,61327d64b2aa927d577068da,"06/12/2022, 13:10:28"
55165,E_alfi.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,61327d64b2aa927d577068da,"06/12/2022, 13:10:28"
2662,E_shaniCo.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,6,61327d64b2aa927d577068da,"06/12/2022, 13:10:28"
2995,E_shaharHasson.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,61327d64b2aa927d577068da,"06/12/2022, 13:10:28"
5819,E_katorza.jpg,E_rita.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,5,61327d64b2aa927d577068da,"06/12/2022, 13:10:28"
4172,E_katorza.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,61327d64b2aa927d577068da,"06/12/2022, 13:10:28"
5869,P_benet.jpg,P_shaked.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,6,61327d64b2aa927d577068da,"06/12/2022, 13:10:28"
52388,E_tavori.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,61327d64b2aa927d577068da,"06/12/2022, 13:10:28"
7388,P_lapid.jpg,P_zamir.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,4,61327d64b2aa927d577068da,"06/12/2022, 13:10:28"
3113,E_alfi.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,61327d64b2aa927d577068da,"06/12/2022, 13:10:28"
3858,E_shaharHasson.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,61327d64b2aa927d577068da,"06/12/2022, 13:10:28"
4052,E_tavori.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,6,61327d64b2aa927d577068da,"06/12/2022, 13:10:28"
10335,E_alfi.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,5,61327d64b2aa927d577068da,"06/12/2022, 13:10:28"
3381,E_shaharHasson.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,61327d64b2aa927d577068da,"06/12/2022, 13:10:28"
4056,E_shaharHasson.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,61327d64b2aa927d577068da,"06/12/2022, 13:10:28"
2961,E_shaharHasson.jpg,E_tavori.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,6,61327d64b2aa927d577068da,"06/12/2022, 13:10:28"
3184,E_moniMo.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,61327d64b2aa927d577068da,"06/12/2022, 13:10:28"
2549,E_rita.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,61327d64b2aa927d577068da,"06/12/2022, 13:10:28"
2350,E_harLev.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,61327d64b2aa927d577068da,"06/12/2022, 13:10:28"
2097,E_ivri.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,61327d64b2aa927d577068da,"06/12/2022, 13:10:28"
15917,E_shaharHasson.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,61327d64b2aa927d577068da,"06/12/2022, 13:10:28"
11668,P_benet.jpg,P_liberman.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,6,61327d64b2aa927d577068da,"06/12/2022, 13:10:28"
44225,E_harLev.jpg,E_tavori.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,6,61327d64b2aa927d577068da,"06/12/2022, 13:10:28"
5496,E_ivri.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,61327d64b2aa927d577068da,"06/12/2022, 13:10:28"
82655,E_ornaBanai.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,4,61327d64b2aa927d577068da,"06/12/2022, 13:10:28"
9196,P_smootchi.jpg,P_zamir.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,6,61327d64b2aa927d577068da,"06/12/2022, 13:10:28"
5392,P_benet.jpg,P_smootchi.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,6,61327d64b2aa927d577068da,"06/12/2022, 13:10:28"
7542,E_rita.jpg,E_shaharHasson.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,6,61327d64b2aa927d577068da,"06/12/2022, 13:10:28"
2971,E_moniMo.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,61327d64b2aa927d577068da,"06/12/2022, 13:10:28"
25482,E_moniMo.jpg,E_shaharHasson.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,4,61327d64b2aa927d577068da,"06/12/2022, 13:10:28"
3127,E_katorza.jpg,E_tavori.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,5,61327d64b2aa927d577068da,"06/12/2022, 13:10:28"
2594,E_harLev.jpg,E_ivri.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,6,61327d64b2aa927d577068da,"06/12/2022, 13:10:28"
2773,P_shaked.jpg,P_yehimovitz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,F,F,5,61327d64b2aa927d577068da,"06/12/2022, 13:10:28"
7851,E_katorza.jpg,E_shaharHasson.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,4,61327d64b2aa927d577068da,"06/12/2022, 13:10:28"
3063,E_katorza.jpg,E_yanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,5,61327d64b2aa927d577068da,"06/12/2022, 13:10:28"
933997,E_yanai.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,61327d64b2aa927d577068da,"06/12/2022, 13:10:28"
7409,P_lapid.jpg,P_yehimovitz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,4,61327d64b2aa927d577068da,"06/12/2022, 13:10:28"
39058,E_alfi.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,61327d64b2aa927d577068da,"06/12/2022, 13:10:28"
24509,E_tavori.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,61327d64b2aa927d577068da,"06/12/2022, 13:10:28"
2562,E_moniMo.jpg,E_shaniCo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,4,61327d64b2aa927d577068da,"06/12/2022, 13:10:28"
2606,E_harLev.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,61327d64b2aa927d577068da,"06/12/2022, 13:10:28"
3088,E_shaniCo.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,61327d64b2aa927d577068da,"06/12/2022, 13:10:28"
2474,E_katorza.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,61327d64b2aa927d577068da,"06/12/2022, 13:10:28"
48525,E_rita.jpg,E_tavori.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,5,61327d64b2aa927d577068da,"06/12/2022, 13:10:28"
16616,P_shaked.jpg,P_zamir.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,F,M,6,61327d64b2aa927d577068da,"06/12/2022, 13:10:28"
10905,E_katorza.jpg,E_moniMo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,4,61327d64b2aa927d577068da,"06/12/2022, 13:10:28"
14382,E_ivri.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,61327d64b2aa927d577068da,"06/12/2022, 13:10:28"
16545,E_harLev.jpg,E_rita.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,6,61327d64b2aa927d577068da,"06/12/2022, 13:10:28"
9356,E_shaniCo.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,61327d64b2aa927d577068da,"06/12/2022, 13:10:28"
3333,E_alfi.jpg,E_ornaBanai.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,4,61327d64b2aa927d577068da,"06/12/2022, 13:10:28"
3714,E_shaniCo.jpg,P_lapid.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,5,61327d64b2aa927d577068da,"06/12/2022, 13:10:28"
3361,P_shaked.jpg,P_smootchi.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,F,M,3,61327d64b2aa927d577068da,"06/12/2022, 13:10:28"
13565,E_alfi.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,61327d64b2aa927d577068da,"06/12/2022, 13:10:28"
5019,P_lapid.jpg,P_shaked.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,5,61327d64b2aa927d577068da,"06/12/2022, 13:10:28"
2902,E_harLev.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,5,61327d64b2aa927d577068da,"06/12/2022, 13:10:28"
4946,P_michaeli.jpg,P_zamir.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,F,M,5,61327d64b2aa927d577068da,"06/12/2022, 13:10:28"
2221,P_lapid.jpg,P_smootchi.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,5,61327d64b2aa927d577068da,"06/12/2022, 13:10:28"
1983,P_liberman.jpg,P_michaeli.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,5,61327d64b2aa927d577068da,"06/12/2022, 13:10:28"
3041,E_alfi.jpg,E_katorza.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,3,61327d64b2aa927d577068da,"06/12/2022, 13:10:28"
2920,E_tavori.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,61327d64b2aa927d577068da,"06/12/2022, 13:10:28"
3228,P_benet.jpg,P_michaeli.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,5,61327d64b2aa927d577068da,"06/12/2022, 13:10:28"
2165,E_ivri.jpg,E_shaharHasson.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,6,61327d64b2aa927d577068da,"06/12/2022, 13:10:28"
5919,E_moniMo.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,61327d64b2aa927d577068da,"06/12/2022, 13:10:28"
2695,E_harLev.jpg,E_moniMo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,M,4,61327d64b2aa927d577068da,"06/12/2022, 13:10:28"
4013,E_yanai.jpg,P_michaeli.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,5,61327d64b2aa927d577068da,"06/12/2022, 13:10:28"
1909,E_moniMo.jpg,E_tavori.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,6,61327d64b2aa927d577068da,"06/12/2022, 13:10:28"
4076,E_ornaBanai.jpg,P_benet.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,61327d64b2aa927d577068da,"06/12/2022, 13:10:28"
2912,E_harLev.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,61327d64b2aa927d577068da,"06/12/2022, 13:10:28"
10342,P_lapid.jpg,P_peretz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,4,61327d64b2aa927d577068da,"06/12/2022, 13:10:28"
5697,E_harLev.jpg,P_shaked.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,F,6,61327d64b2aa927d577068da,"06/12/2022, 13:10:28"
2067,E_katorza.jpg,P_smootchi.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,61327d64b2aa927d577068da,"06/12/2022, 13:10:28"
6262,E_ornaBanai.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,61327d64b2aa927d577068da,"06/12/2022, 13:10:28"
4882,P_liberman.jpg,P_peretz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,M,5,61327d64b2aa927d577068da,"06/12/2022, 13:10:28"
21679,E_moniMo.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,61327d64b2aa927d577068da,"06/12/2022, 13:10:28"
4572,E_alfi.jpg,P_peretz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,61327d64b2aa927d577068da,"06/12/2022, 13:10:28"
2233,E_moniMo.jpg,E_rita.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,6,61327d64b2aa927d577068da,"06/12/2022, 13:10:28"
2718,E_katorza.jpg,P_zamir.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,M,6,61327d64b2aa927d577068da,"06/12/2022, 13:10:28"
5259,E_alfi.jpg,E_shaniCo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,4,61327d64b2aa927d577068da,"06/12/2022, 13:10:28"
3607,E_ornaBanai.jpg,E_rita.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,F,F,5,61327d64b2aa927d577068da,"06/12/2022, 13:10:28"
2093,E_shaharHasson.jpg,P_yehimovitz.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,M,F,6,61327d64b2aa927d577068da,"06/12/2022, 13:10:28"
1584,E_rita.jpg,P_liberman.jpg,FALSE,pictures/stimuli/Entertainmant,pictures/stimuli/Politics,F,M,6,61327d64b2aa927d577068da,"06/12/2022, 13:10:28"
20811,E_alfi.jpg,E_moniMo.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,M,4,61327d64b2aa927d577068da,"06/12/2022, 13:10:28"
1981,P_yehimovitz.jpg,P_zamir.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,F,M,5,61327d64b2aa927d577068da,"06/12/2022, 13:10:28"
1809,P_liberman.jpg,P_yehimovitz.jpg,TRUE,pictures/stimuli/Politics,pictures/stimuli/Politics,M,F,5,61327d64b2aa927d577068da,"06/12/2022, 13:10:28"
2785,E_alfi.jpg,E_harLev.jpg,TRUE,pictures/stimuli/Entertainmant,pictures/stimuli/Entertainmant,M,F,4,61327d64b2aa927d577068da,"06/12/2022, 13:10:28"
