RT,img_1,img_2,isSameProffesion,img1proffesion,img2proffesion,img1Gender,img2Gender,keyPressed,5a21800f8c1e5c0001715a21800f8c1e5c0001713d893d89,"06/19/2022, 14:38:50"
1979,Entertainment_HassonShaher.jpg,Entertainment_Ivri2.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,2,5a21800f8c1e5c0001715a21800f8c1e5c0001713d893d89,"06/19/2022, 14:38:50"
3692,Politics_michaeliM.jpg,Politics_yehimovitz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,F,4,5a21800f8c1e5c0001715a21800f8c1e5c0001713d893d89,"06/19/2022, 14:38:50"
2648,E_guri2-250x310.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5a21800f8c1e5c0001715a21800f8c1e5c0001713d893d89,"06/19/2022, 14:38:50"
1582,Politics_liberman2.jpg,Politics_shaked.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,6,5a21800f8c1e5c0001715a21800f8c1e5c0001713d893d89,"06/19/2022, 14:38:50"
1630,Entertainment_ornaBanai.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5a21800f8c1e5c0001715a21800f8c1e5c0001713d893d89,"06/19/2022, 14:38:50"
3098,E_guri2-250x310.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5a21800f8c1e5c0001715a21800f8c1e5c0001713d893d89,"06/19/2022, 14:38:50"
2953,Entertainment_har_lev.jpg,Entertainment_HassonShaher.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5a21800f8c1e5c0001715a21800f8c1e5c0001713d893d89,"06/19/2022, 14:38:50"
2155,Politics_liberman2.jpg,Politics_peretz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5a21800f8c1e5c0001715a21800f8c1e5c0001713d893d89,"06/19/2022, 14:38:50"
3040,Entertainment_mushonov.jpg,Entertainment_rita.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,4,5a21800f8c1e5c0001715a21800f8c1e5c0001713d893d89,"06/19/2022, 14:38:50"
1559,Politics_lapid.jpg,Politics_shaked.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,6,5a21800f8c1e5c0001715a21800f8c1e5c0001713d893d89,"06/19/2022, 14:38:50"
1726,Entertainment_shimi.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5a21800f8c1e5c0001715a21800f8c1e5c0001713d893d89,"06/19/2022, 14:38:50"
1858,Entertainment_ornaBanai.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5a21800f8c1e5c0001715a21800f8c1e5c0001713d893d89,"06/19/2022, 14:38:50"
3832,E_guri2-250x310.jpg,Entertainment_ornaBanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,3,5a21800f8c1e5c0001715a21800f8c1e5c0001713d893d89,"06/19/2022, 14:38:50"
1917,Entertainment_rita.jpg,Entertainment_shani.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5a21800f8c1e5c0001715a21800f8c1e5c0001713d893d89,"06/19/2022, 14:38:50"
3527,E_katorza2-250x341.jpg,Entertainment_Ivri2.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5a21800f8c1e5c0001715a21800f8c1e5c0001713d893d89,"06/19/2022, 14:38:50"
1567,Politics_benet.jpg,Politics_shaked.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,6,5a21800f8c1e5c0001715a21800f8c1e5c0001713d893d89,"06/19/2022, 14:38:50"
3898,Entertainment_mushonov.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5a21800f8c1e5c0001715a21800f8c1e5c0001713d893d89,"06/19/2022, 14:38:50"
3629,Politics_benet.jpg,Politics_lapid.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,6,5a21800f8c1e5c0001715a21800f8c1e5c0001713d893d89,"06/19/2022, 14:38:50"
2856,Politics_smootch.jpg,Politics_yehimovitz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,6,5a21800f8c1e5c0001715a21800f8c1e5c0001713d893d89,"06/19/2022, 14:38:50"
2405,Entertainment_mushonov.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5a21800f8c1e5c0001715a21800f8c1e5c0001713d893d89,"06/19/2022, 14:38:50"
1956,Entertainment_yanai.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5a21800f8c1e5c0001715a21800f8c1e5c0001713d893d89,"06/19/2022, 14:38:50"
1931,Entertainment_shani.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,2,5a21800f8c1e5c0001715a21800f8c1e5c0001713d893d89,"06/19/2022, 14:38:50"
2165,Entertainment_HassonShaher.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,3,5a21800f8c1e5c0001715a21800f8c1e5c0001713d893d89,"06/19/2022, 14:38:50"
3487,E_guri2-250x310.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5a21800f8c1e5c0001715a21800f8c1e5c0001713d893d89,"06/19/2022, 14:38:50"
2010,Entertainment_shani.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5a21800f8c1e5c0001715a21800f8c1e5c0001713d893d89,"06/19/2022, 14:38:50"
1634,Entertainment_mushonov.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5a21800f8c1e5c0001715a21800f8c1e5c0001713d893d89,"06/19/2022, 14:38:50"
1748,Politics_liberman2.jpg,Politics_smootch.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5a21800f8c1e5c0001715a21800f8c1e5c0001713d893d89,"06/19/2022, 14:38:50"
2638,Entertainment_Ivri2.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5a21800f8c1e5c0001715a21800f8c1e5c0001713d893d89,"06/19/2022, 14:38:50"
2393,Entertainment_HassonShaher.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5a21800f8c1e5c0001715a21800f8c1e5c0001713d893d89,"06/19/2022, 14:38:50"
2026,Entertainment_rita.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,2,5a21800f8c1e5c0001715a21800f8c1e5c0001713d893d89,"06/19/2022, 14:38:50"
1892,Entertainment_Ivri2.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5a21800f8c1e5c0001715a21800f8c1e5c0001713d893d89,"06/19/2022, 14:38:50"
2806,E_guri2-250x310.jpg,E_katorza2-250x341.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,4,5a21800f8c1e5c0001715a21800f8c1e5c0001713d893d89,"06/19/2022, 14:38:50"
1943,Entertainment_shimi.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5a21800f8c1e5c0001715a21800f8c1e5c0001713d893d89,"06/19/2022, 14:38:50"
3245,Entertainment_rita.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5a21800f8c1e5c0001715a21800f8c1e5c0001713d893d89,"06/19/2022, 14:38:50"
3510,E_guri2-250x310.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5a21800f8c1e5c0001715a21800f8c1e5c0001713d893d89,"06/19/2022, 14:38:50"
2063,E_guri2-250x310.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,3,5a21800f8c1e5c0001715a21800f8c1e5c0001713d893d89,"06/19/2022, 14:38:50"
1913,Entertainment_shani.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5a21800f8c1e5c0001715a21800f8c1e5c0001713d893d89,"06/19/2022, 14:38:50"
1997,Entertainment_shani.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5a21800f8c1e5c0001715a21800f8c1e5c0001713d893d89,"06/19/2022, 14:38:50"
2264,Entertainment_yanai.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5a21800f8c1e5c0001715a21800f8c1e5c0001713d893d89,"06/19/2022, 14:38:50"
2318,Entertainment_Ivri2.jpg,Entertainment_ornaBanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,5,5a21800f8c1e5c0001715a21800f8c1e5c0001713d893d89,"06/19/2022, 14:38:50"
3334,Entertainment_shani.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5a21800f8c1e5c0001715a21800f8c1e5c0001713d893d89,"06/19/2022, 14:38:50"
4427,Entertainment_har_lev.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,4,5a21800f8c1e5c0001715a21800f8c1e5c0001713d893d89,"06/19/2022, 14:38:50"
6403,Politics_lapid.jpg,Politics_peretz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,2,5a21800f8c1e5c0001715a21800f8c1e5c0001713d893d89,"06/19/2022, 14:38:50"
4371,E_katorza2-250x341.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,4,5a21800f8c1e5c0001715a21800f8c1e5c0001713d893d89,"06/19/2022, 14:38:50"
2395,E_guri2-250x310.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5a21800f8c1e5c0001715a21800f8c1e5c0001713d893d89,"06/19/2022, 14:38:50"
1531,Entertainment_mushonov.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5a21800f8c1e5c0001715a21800f8c1e5c0001713d893d89,"06/19/2022, 14:38:50"
1654,Politics_lapid.jpg,Politics_smootch.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5a21800f8c1e5c0001715a21800f8c1e5c0001713d893d89,"06/19/2022, 14:38:50"
2770,Entertainment_mushonov.jpg,Entertainment_ornaBanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,6,5a21800f8c1e5c0001715a21800f8c1e5c0001713d893d89,"06/19/2022, 14:38:50"
1561,Entertainment_shani.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,6,5a21800f8c1e5c0001715a21800f8c1e5c0001713d893d89,"06/19/2022, 14:38:50"
2706,Entertainment_Ivri2.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,4,5a21800f8c1e5c0001715a21800f8c1e5c0001713d893d89,"06/19/2022, 14:38:50"
2386,E_guri2-250x310.jpg,Entertainment_har_lev.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,5,5a21800f8c1e5c0001715a21800f8c1e5c0001713d893d89,"06/19/2022, 14:38:50"
1376,Entertainment_rita.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5a21800f8c1e5c0001715a21800f8c1e5c0001713d893d89,"06/19/2022, 14:38:50"
2245,Entertainment_shani.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,2,5a21800f8c1e5c0001715a21800f8c1e5c0001713d893d89,"06/19/2022, 14:38:50"
1658,Politics_liberman2.jpg,Politics_michaeliM.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,6,5a21800f8c1e5c0001715a21800f8c1e5c0001713d893d89,"06/19/2022, 14:38:50"
1574,Entertainment_ornaBanai.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5a21800f8c1e5c0001715a21800f8c1e5c0001713d893d89,"06/19/2022, 14:38:50"
1903,Entertainment_yanai.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5a21800f8c1e5c0001715a21800f8c1e5c0001713d893d89,"06/19/2022, 14:38:50"
2339,Politics_michaeliM.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5a21800f8c1e5c0001715a21800f8c1e5c0001713d893d89,"06/19/2022, 14:38:50"
2383,Entertainment_shimi.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5a21800f8c1e5c0001715a21800f8c1e5c0001713d893d89,"06/19/2022, 14:38:50"
2038,Entertainment_HassonShaher.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5a21800f8c1e5c0001715a21800f8c1e5c0001713d893d89,"06/19/2022, 14:38:50"
2099,Entertainment_har_lev.jpg,Politics_lapid.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5a21800f8c1e5c0001715a21800f8c1e5c0001713d893d89,"06/19/2022, 14:38:50"
1705,Entertainment_shani.jpg,Politics_liberman2.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5a21800f8c1e5c0001715a21800f8c1e5c0001713d893d89,"06/19/2022, 14:38:50"
1497,Politics_benet.jpg,Politics_liberman2.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5a21800f8c1e5c0001715a21800f8c1e5c0001713d893d89,"06/19/2022, 14:38:50"
2087,Entertainment_ornaBanai.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,4,5a21800f8c1e5c0001715a21800f8c1e5c0001713d893d89,"06/19/2022, 14:38:50"
3044,Entertainment_HassonShaher.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,5,5a21800f8c1e5c0001715a21800f8c1e5c0001713d893d89,"06/19/2022, 14:38:50"
1788,Entertainment_yanai.jpg,Politics_smootch.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5a21800f8c1e5c0001715a21800f8c1e5c0001713d893d89,"06/19/2022, 14:38:50"
1865,E_guri2-250x310.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5a21800f8c1e5c0001715a21800f8c1e5c0001713d893d89,"06/19/2022, 14:38:50"
1434,Entertainment_yanai.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5a21800f8c1e5c0001715a21800f8c1e5c0001713d893d89,"06/19/2022, 14:38:50"
2128,Entertainment_yanai.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5a21800f8c1e5c0001715a21800f8c1e5c0001713d893d89,"06/19/2022, 14:38:50"
3021,Entertainment_rita.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,M,4,5a21800f8c1e5c0001715a21800f8c1e5c0001713d893d89,"06/19/2022, 14:38:50"
7751,Entertainment_har_lev.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,4,5a21800f8c1e5c0001715a21800f8c1e5c0001713d893d89,"06/19/2022, 14:38:50"
1487,E_katorza2-250x341.jpg,Entertainment_mushonov.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,5,5a21800f8c1e5c0001715a21800f8c1e5c0001713d893d89,"06/19/2022, 14:38:50"
1981,E_katorza2-250x341.jpg,Entertainment_har_lev.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,6,5a21800f8c1e5c0001715a21800f8c1e5c0001713d893d89,"06/19/2022, 14:38:50"
1538,E_katorza2-250x341.jpg,Politics_yehimovitz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5a21800f8c1e5c0001715a21800f8c1e5c0001713d893d89,"06/19/2022, 14:38:50"
2039,Entertainment_Ivri2.jpg,Politics_benet.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,M,6,5a21800f8c1e5c0001715a21800f8c1e5c0001713d893d89,"06/19/2022, 14:38:50"
2667,Entertainment_rita.jpg,Politics_zamir.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5a21800f8c1e5c0001715a21800f8c1e5c0001713d893d89,"06/19/2022, 14:38:50"
1962,Entertainment_rita.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,F,3,5a21800f8c1e5c0001715a21800f8c1e5c0001713d893d89,"06/19/2022, 14:38:50"
3395,Politics_liberman2.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,4,5a21800f8c1e5c0001715a21800f8c1e5c0001713d893d89,"06/19/2022, 14:38:50"
5835,Politics_peretz.jpg,Politics_yehimovitz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,F,3,5a21800f8c1e5c0001715a21800f8c1e5c0001713d893d89,"06/19/2022, 14:38:50"
2662,Entertainment_shimi.jpg,Entertainment_yanai.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,5,5a21800f8c1e5c0001715a21800f8c1e5c0001713d893d89,"06/19/2022, 14:38:50"
4811,Entertainment_HassonShaher.jpg,Entertainment_shimi.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,M,1,5a21800f8c1e5c0001715a21800f8c1e5c0001713d893d89,"06/19/2022, 14:38:50"
3408,Entertainment_shani.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5a21800f8c1e5c0001715a21800f8c1e5c0001713d893d89,"06/19/2022, 14:38:50"
2264,E_guri2-250x310.jpg,Entertainment_shani.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,M,F,4,5a21800f8c1e5c0001715a21800f8c1e5c0001713d893d89,"06/19/2022, 14:38:50"
1720,Entertainment_har_lev.jpg,Politics_peretz.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,F,M,6,5a21800f8c1e5c0001715a21800f8c1e5c0001713d893d89,"06/19/2022, 14:38:50"
2549,Politics_benet.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5a21800f8c1e5c0001715a21800f8c1e5c0001713d893d89,"06/19/2022, 14:38:50"
1712,Entertainment_har_lev.jpg,Entertainment_rita.jpg,TRUE,pictures/stimuli/E,pictures/stimuli/E,F,F,3,5a21800f8c1e5c0001715a21800f8c1e5c0001713d893d89,"06/19/2022, 14:38:50"
1892,Politics_peretz.jpg,Politics_smootch.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,3,5a21800f8c1e5c0001715a21800f8c1e5c0001713d893d89,"06/19/2022, 14:38:50"
1494,Politics_shaked.jpg,Politics_zamir.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,F,M,6,5a21800f8c1e5c0001715a21800f8c1e5c0001713d893d89,"06/19/2022, 14:38:50"
1699,E_katorza2-250x341.jpg,Politics_shaked.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,6,5a21800f8c1e5c0001715a21800f8c1e5c0001713d893d89,"06/19/2022, 14:38:50"
1681,E_guri2-250x310.jpg,Politics_michaeliM.jpg,FALSE,pictures/stimuli/E,pictures/stimuli/P,M,F,5,5a21800f8c1e5c0001715a21800f8c1e5c0001713d893d89,"06/19/2022, 14:38:50"
1640,Politics_benet.jpg,Politics_peretz.jpg,TRUE,pictures/stimuli/P,pictures/stimuli/P,M,M,5,5a21800f8c1e5c0001715a21800f8c1e5c0001713d893d89,"06/19/2022, 14:38:50"
file,isFamiliar,5a21800f8c1e5c0001715a21800f8c1e5c0001713d893d89,"06/19/2022, 14:38:50"
Entertainment_HassonShaher.jpg,0,5a21800f8c1e5c0001715a21800f8c1e5c0001713d893d89,"06/19/2022, 14:38:50"
Politics_benet.jpg,0,5a21800f8c1e5c0001715a21800f8c1e5c0001713d893d89,"06/19/2022, 14:38:50"
Politics_lapid.jpg,0,5a21800f8c1e5c0001715a21800f8c1e5c0001713d893d89,"06/19/2022, 14:38:50"
Politics_smootch.jpg,0,5a21800f8c1e5c0001715a21800f8c1e5c0001713d893d89,"06/19/2022, 14:38:50"
Entertainment_yanai.jpg,0,5a21800f8c1e5c0001715a21800f8c1e5c0001713d893d89,"06/19/2022, 14:38:50"
Entertainment_rita.jpg,0,5a21800f8c1e5c0001715a21800f8c1e5c0001713d893d89,"06/19/2022, 14:38:50"
E_katorza2-250x341.jpg,0,5a21800f8c1e5c0001715a21800f8c1e5c0001713d893d89,"06/19/2022, 14:38:50"
Entertainment_shimi.jpg,0,5a21800f8c1e5c0001715a21800f8c1e5c0001713d893d89,"06/19/2022, 14:38:50"
Entertainment_ornaBanai.jpg,0,5a21800f8c1e5c0001715a21800f8c1e5c0001713d893d89,"06/19/2022, 14:38:50"
Politics_zamir.jpg,0,5a21800f8c1e5c0001715a21800f8c1e5c0001713d893d89,"06/19/2022, 14:38:50"
Entertainment_har_lev.jpg,0,5a21800f8c1e5c0001715a21800f8c1e5c0001713d893d89,"06/19/2022, 14:38:50"
Entertainment_Ivri2.jpg,0,5a21800f8c1e5c0001715a21800f8c1e5c0001713d893d89,"06/19/2022, 14:38:50"
Politics_shaked.jpg,0,5a21800f8c1e5c0001715a21800f8c1e5c0001713d893d89,"06/19/2022, 14:38:50"
Politics_yehimovitz.jpg,0,5a21800f8c1e5c0001715a21800f8c1e5c0001713d893d89,"06/19/2022, 14:38:50"
Politics_liberman2.jpg,0,5a21800f8c1e5c0001715a21800f8c1e5c0001713d893d89,"06/19/2022, 14:38:50"
Politics_michaeliM.jpg,0,5a21800f8c1e5c0001715a21800f8c1e5c0001713d893d89,"06/19/2022, 14:38:50"
Entertainment_mushonov.jpg,0,5a21800f8c1e5c0001715a21800f8c1e5c0001713d893d89,"06/19/2022, 14:38:50"
Entertainment_shani.jpg,0,5a21800f8c1e5c0001715a21800f8c1e5c0001713d893d89,"06/19/2022, 14:38:50"
E_guri2-250x310.jpg,0,5a21800f8c1e5c0001715a21800f8c1e5c0001713d893d89,"06/19/2022, 14:38:50"
Politics_peretz.jpg,0,5a21800f8c1e5c0001715a21800f8c1e5c0001713d893d89,"06/19/2022, 14:38:50"
age: 23,gender: Male,handedness: right,5a21800f8c1e5c0001715a21800f8c1e5c0001713d893d89,"06/19/2022, 14:38:50"